,Company,Degree Centrality,Betweenness Centrality,Eigen Centrality,Closeness Centrality,Page Rank,In-degree Centrality,Out-degree Centrality,Elongation,Expansion,Teacher Disciple Degree,Colleague Degree,Unidirect Density,Bidirect Density
116,Dialpad,0.08076009501187649,0.0006174878358454878,2.317494246964609e-05,0.2558402324562415,0.010007809034860952,0.07838479809976247,0.0023752969121140144,4,5,1.0,0.0,0.04028436018957346,0.0
117,Instabase,0.1163895486935867,0.00497064132752969,1.0539472918440427e-17,0.20437077040290413,0.0047144302358071355,0.09026128266033255,0.026128266033254157,4,29,1.0,0.0,0.058056872037914695,0.0
118,Magic Leap,0.061757719714964375,0.0008214411391371009,2.7881544608411446e-54,0.0076009501187648465,0.0009093828425691123,0.007125890736342043,0.05463182897862233,8,270,1.0,0.0,0.030805687203791468,0.0
119,Instacart,0.057007125890736345,0.0013238504950415365,1.4059360679146254e-54,0.007125890736342043,0.0009773913524475028,0.007125890736342043,0.0498812351543943,6,285,1.0,0.0,0.02843601895734597,0.0
120,Devoted Health,0.057007125890736345,0.0012822203214975523,3.4005323446900426e-29,0.1069586823352919,0.0014013889940138254,0.028503562945368172,0.028503562945368172,10,112,1.0,0.0,0.02843601895734597,0.0
121,DigitalOcean,0.05938242280285036,0.000262790785356106,1.7016623541058996e-15,0.1745888217087742,0.0043953190129204615,0.0498812351543943,0.009501187648456057,4,14,1.0,0.0,0.02962085308056872,0.0
122,TripActions,0.07838479809976247,0.0034812348725806663,1.281988339998917e-27,0.10824137827355003,0.0016043720977631276,0.035629453681710214,0.04275534441805226,9,111,1.0,0.0,0.03909952606635071,0.0
123,DoorDash,0.09738717339667459,0.004895468573124315,5.3574315506718584e-36,0.07995804670388992,0.0018436472903714236,0.052256532066508314,0.045130641330166275,7,149,1.0,0.0,0.0485781990521327,0.0
124,Oscar Health,0.0332541567695962,3.0162500471289065e-05,1.6496054750673585e-52,0.006334125098970704,0.0008916928465318643,0.004750593824228029,0.028503562945368172,7,256,1.0,0.0,0.016587677725118485,0.0
125,ZocDoc,0.0831353919239905,0.0038661408185500464,2.026806496647682e-48,0.017240058233085588,0.001132132778693113,0.014251781472684086,0.06888361045130642,6,254,1.0,0.0,0.041469194312796206,0.0
126,ThoughtSpot,0.05463182897862233,0.001514778258288608,1.3902619730560073e-34,0.07071484494220996,0.0015232071790803594,0.026128266033254157,0.028503562945368172,7,134,1.0,0.0,0.027251184834123223,0.0
127,Tanium,0.057007125890736345,0.0011428894598219334,3.2853095572719035e-52,0.00848320325755005,0.0008996613369476156,0.007125890736342043,0.0498812351543943,7,269,1.0,0.0,0.02843601895734597,0.0
128,Just,0.0498812351543943,0.002654051967336663,1.0828261092273606e-41,0.03871168419862007,0.001685828569746658,0.026128266033254157,0.023752969121140145,6,170,1.0,0.0,0.024881516587677725,0.0
129,Rubrik,0.07838479809976247,0.0030063131239617584,2.6616214463462172e-43,0.026510010179843908,0.0012955429833697374,0.02137767220902613,0.057007125890736345,6,184,1.0,0.0,0.03909952606635071,0.0
130,Anduril,0.0665083135391924,0.0013836688013817296,1.6224674551692195e-21,0.13883013915552228,0.002527989063221052,0.04750593824228029,0.019002375296912115,4,31,1.0,0.0,0.03317535545023697,0.0
131,Apeel Sciences,0.052256532066508314,0.001322455491949893,2.1396910334794184e-14,0.18740015085712144,0.003862014853434662,0.04275534441805226,0.009501187648456057,4,13,1.0,0.0,0.026066350710900472,0.0
132,Meizu Technology,0.026128266033254157,0.0,1.3980376770979024e-54,0.004750593824228029,0.0009111226148285664,0.004750593824228029,0.02137767220902613,7,258,1.0,0.0,0.013033175355450236,0.0
133,One97 Communications,0.0332541567695962,0.0009734947027108548,1.6497634428836945e-52,0.009501187648456057,0.0010601939943694558,0.009501187648456057,0.023752969121140145,7,257,1.0,0.0,0.016587677725118485,0.0
134,DT Dream,0.026128266033254157,0.0,2.7220239366070117e-43,0.023196258907363418,0.0012971728280862169,0.0166270783847981,0.009501187648456057,7,205,1.0,0.0,0.013033175355450236,0.0
135,OrCam Technologies,0.007125890736342043,0.0,1.4477371266796533e-50,0.007422802850356294,0.0009687867370923623,0.004750593824228029,0.0023752969121140144,1,1,1.0,0.0,0.0035545023696682463,0.0
136,TangoMe,0.03800475059382423,0.0,2.2502537939381647e-59,0.0,0.0008156447848967064,0.0,0.03800475059382423,6,286,1.0,0.0,0.018957345971563982,0.0
137,58 Daojia,0.04275534441805226,0.00022730957664788675,1.4642331791800741e-50,0.009897070467141725,0.0010872899879107514,0.009501187648456057,0.0332541567695962,7,254,1.0,0.0,0.02132701421800948,0.0
138,KnowBox,0.026128266033254157,0.0,2.2905239105266785e-20,0.09351144140542321,0.0025561835261258855,0.026128266033254157,0.0,0,0,1.0,0.0,0.013033175355450236,0.0
