,Company,Degree Centrality,Betweenness Centrality,Eigen Centrality,Closeness Centrality,Page Rank,In-degree Centrality,Out-degree Centrality,Elongation,Expansion,Teacher Disciple Degree,Colleague Degree,Unidirect Density,Bidirect Density
280,WTOIP,0.0023752969121140144,0.0,2.2502537939381647e-59,0.0,0.0008156447848967064,0.0,0.0023752969121140144,1,1,1.0,0.0,0.001184834123222749,0.0
281,HashiCorp,0.0166270783847981,0.0003829517483233126,2.927632286039639e-50,0.012501562695336916,0.0009984164597272624,0.004750593824228029,0.011876484560570073,9,102,1.0,0.0,0.008293838862559242,0.0
282,Apus Group,0.014251781472684086,0.0003972529233387734,7.920893354662339e-57,0.0023752969121140144,0.0009023013814715791,0.0023752969121140144,0.011876484560570073,6,252,1.0,0.0,0.0071090047393364926,0.0
283,Outreach,0.009501187648456057,8.059043094672547e-05,2.054937826628032e-48,0.009580364212193191,0.0009853782021501812,0.0023752969121140144,0.007125890736342043,5,25,1.0,0.0,0.004739336492890996,0.0
284,Grove Collaborative,0.011876484560570073,0.0001451884527894029,1.219073909406603e-46,0.011033637269174777,0.0012645718769132824,0.004750593824228029,0.007125890736342043,4,12,1.0,0.0,0.005924170616113744,0.0
285,VTS,0.004750593824228029,0.0,1.1985245311405477e-46,0.008143875127248049,0.0010948384596598075,0.0023752969121140144,0.0023752969121140144,5,12,1.0,0.0,0.002369668246445498,0.0
286,Unisound,0.028503562945368172,0.0009866259179119711,1.2791285802534747e-27,0.04797484798868467,0.0012855741496390254,0.014251781472684086,0.014251781472684086,5,67,1.0,0.0,0.014218009478672985,0.0
287,Innovium,0.011876484560570073,0.0,1.5420737742515445e-21,0.08514491955279196,0.0021658012980317973,0.011876484560570073,0.0,0,0,1.0,0.0,0.005924170616113744,0.0
288,Loggi,0.011876484560570073,0.0,9.987629609915559e-23,0.08408021262880908,0.0011706619821220616,0.009501187648456057,0.0023752969121140144,1,1,1.0,0.0,0.005924170616113744,0.0
289,KeepTruckin,0.061757719714964375,0.0029568828367115643,3.366367739780858e-21,0.1496897780325989,0.0018864933200494352,0.0332541567695962,0.028503562945368172,6,49,1.0,0.0,0.030805687203791468,0.0
290,Forter,0.0023752969121140144,0.0,4.6816444354108095e-20,0.11048865384902672,0.000949297364540305,0.0023752969121140144,0.0,0,0,1.0,0.0,0.001184834123222749,0.0
291,Coinbase,0.0332541567695962,0.0004004543226633488,6.768864583555166e-39,0.02249334197077665,0.0009151047603539381,0.004750593824228029,0.028503562945368172,9,107,1.0,0.0,0.016587677725118485,0.0
292,Scale AI,0.07838479809976247,0.002366728948898354,5.0308431425599923e-20,0.15061496034461935,0.002320862708951718,0.045130641330166275,0.0332541567695962,5,32,1.0,0.0,0.03909952606635071,0.0
293,Razorpay,0.052256532066508314,0.0,0.00020290712764745,0.23415326244639642,0.0076267164735499115,0.052256532066508314,0.0,0,0,1.0,0.0,0.026066350710900472,0.0
294,MessageBird,0.05938242280285036,0.0008710726898639831,2.340856165357751e-05,0.23069828551457214,0.007327288137946892,0.0498812351543943,0.009501187648456057,1,4,1.0,0.0,0.02962085308056872,0.0
295,Ginkgo BioWorks,0.030878859857482188,0.00041476980270668763,2.04778266218795e-37,0.02738577616319687,0.001241823115112302,0.009501187648456057,0.02137767220902613,9,103,1.0,0.0,0.015402843601895734,0.0
296,23andMe,0.07363420427553445,0.0008089931910766657,1.0279582383823419e-48,0.009501187648456057,0.0009120373741478633,0.007125890736342043,0.0665083135391924,6,220,1.0,0.0,0.03672985781990521,0.0
297,Farmers Business Network,0.040380047505938245,0.0005377138979107081,2.34419451220117e-06,0.19364121334838985,0.0036709279562105734,0.035629453681710214,0.004750593824228029,5,7,1.0,0.0,0.02014218009478673,0.0
298,Unqork,0.02137767220902613,0.0,2.0830744883865823e-05,0.18832581054729025,0.00635435206672361,0.02137767220902613,0.0,0,0,1.0,0.0,0.01066350710900474,0.0
299,Sema4,0.007125890736342043,0.0,1.3901392862811797e-54,0.003167062549485352,0.0008677943165411301,0.0023752969121140144,0.004750593824228029,6,8,1.0,0.0,0.0035545023696682463,0.0
300,Snyk,0.0665083135391924,0.0008773060383632325,2.2535894348797702e-08,0.1982144319764108,0.0033376218868168754,0.04750593824228029,0.019002375296912115,3,12,1.0,0.0,0.03317535545023697,0.0
301,Rani Therapeutics,0.0332541567695962,0.0,6.774150416064373e-39,0.0402886899323954,0.0009656997378747161,0.009501187648456057,0.023752969121140145,11,134,1.0,0.0,0.016587677725118485,0.0
302,Podium,0.06888361045130642,0.0010408186590356765,2.337466845382631e-07,0.20388730489377954,0.0038190315788148867,0.052256532066508314,0.0166270783847981,3,11,1.0,0.0,0.034360189573459717,0.0
303,Turo,0.035629453681710214,9.160305817923734e-05,1.6446162835143996e-12,0.17271402622806842,0.002666145987921176,0.026128266033254157,0.009501187648456057,3,13,1.0,0.0,0.017772511848341232,0.0
304,SentinelOne,0.040380047505938245,0.0003718986934969291,8.399406827595789e-16,0.1633745543888567,0.0032459935338066286,0.035629453681710214,0.004750593824228029,2,3,1.0,0.0,0.02014218009478673,0.0
305,Intercom,0.0332541567695962,1.73905666779776e-05,1.837572236780619e-40,0.017458432304038003,0.001066566061586549,0.009501187648456057,0.023752969121140145,8,162,1.0,0.0,0.016587677725118485,0.0
306,Freshworks,0.07838479809976247,0.005260683318853143,2.497622826440978e-26,0.09706101322366788,0.00146511411117787,0.026128266033254157,0.052256532066508314,9,109,1.0,0.0,0.03909952606635071,0.0
307,JUUL Labs,0.030878859857482188,0.0,5.1464733892393786e-42,0.01610370787873908,0.0009830094944854985,0.007125890736342043,0.023752969121140145,8,163,1.0,0.0,0.015402843601895734,0.0
308,PAX,0.0332541567695962,0.0004616931347504812,7.4380639032776e-24,0.09317612069929794,0.0015272453606908435,0.02137767220902613,0.011876484560570073,5,29,1.0,0.0,0.016587677725118485,0.0
309,InVision,0.045130641330166275,0.00024739105796112924,1.3008984042372266e-43,0.014784175608157915,0.0009361998819707433,0.004750593824228029,0.040380047505938245,8,164,1.0,0.0,0.022511848341232227,0.0
310,Meicai,0.035629453681710214,0.0012610132706841223,2.9902117444505597e-45,0.018323719036308108,0.000987528797455819,0.007125890736342043,0.028503562945368172,8,165,1.0,0.0,0.017772511848341232,0.0
311,Ivalua,0.0498812351543943,0.0016886220046213262,4.54451697203373e-18,0.13476570935003238,0.0026496854263406105,0.03800475059382423,0.011876484560570073,4,15,1.0,0.0,0.024881516587677725,0.0
312,Dataiku,0.02137767220902613,5.6554688383667005e-05,1.5779804626858613e-15,0.15270454048565743,0.003195702046212609,0.019002375296912115,0.0023752969121140144,1,1,1.0,0.0,0.01066350710900474,0.0
313,Duolingo,0.0665083135391924,0.0035856757828254255,1.3174106882966494e-16,0.17802300740308835,0.0037169692173836576,0.05463182897862233,0.011876484560570073,2,6,1.0,0.0,0.03317535545023697,0.0
314,UiPath,0.0498812351543943,8.42302326862897e-05,7.920893354662339e-57,0.0023752969121140144,0.0008521317729282317,0.0023752969121140144,0.04750593824228029,7,118,1.0,0.0,0.024881516587677725,0.0
315,Illumio,0.0166270783847981,0.0010591660786774461,1.58192841713853e-56,0.004750593824228029,0.0015404090471592786,0.004750593824228029,0.011876484560570073,7,183,1.0,0.0,0.008293838862559242,0.0
316,Aihuishou,0.007125890736342043,0.0,1.0624038609183305e-35,0.03878882918617254,0.002468589493936114,0.007125890736342043,0.0,0,0,1.0,0.0,0.0035545023696682463,0.0
317,Riskified,0.007125890736342043,0.0028918297326848393,1.7334466355923102e-11,0.09914779969361766,0.0009671781385719337,0.0023752969121140144,0.004750593824228029,4,11,1.0,0.0,0.0035545023696682463,0.0
318,monday.com,0.023752969121140145,0.004048373110130829,1.6446069737054392e-12,0.12343456551236621,0.0012478989043674727,0.007125890736342043,0.0166270783847981,4,33,1.0,0.0,0.011848341232227487,0.0
319,Tuhu,0.0166270783847981,0.0,2.3561327038439097e-26,0.04826000075406251,0.0013907800051971427,0.011876484560570073,0.004750593824228029,6,26,1.0,0.0,0.008293838862559242,0.0
320,UBTECH Robotics,0.019002375296912115,0.0,2.2502537939381647e-59,0.0,0.0008156447848967064,0.0,0.019002375296912115,6,219,1.0,0.0,0.009478672985781991,0.0
321,Mafengwo,0.052256532066508314,0.001403019910188217,1.0628133109123096e-22,0.12973725734629357,0.002771110390864879,0.03800475059382423,0.014251781472684086,5,25,1.0,0.0,0.026066350710900472,0.0
322,Wacai,0.02137767220902613,0.0011348236840262628,6.955310941603e-29,0.05161180861893451,0.0011615528841645124,0.011876484560570073,0.009501187648456057,6,68,1.0,0.0,0.01066350710900474,0.0
323,Hippo,0.011876484560570073,0.0,6.17113282801105e-24,0.09002764689848526,0.0031240255421469917,0.011876484560570073,0.0,0,0,1.0,0.0,0.005924170616113744,0.0
324,Vox Media,0.052256532066508314,0.0011454422855289926,3.173102588879562e-45,0.021717000339328132,0.0010396496692180975,0.0166270783847981,0.035629453681710214,7,210,1.0,0.0,0.026066350710900472,0.0
325,Doctolib,0.035629453681710214,0.0,7.381404537370748e-24,0.09858721901824366,0.0010715808798344522,0.011876484560570073,0.023752969121140145,5,33,1.0,0.0,0.017772511848341232,0.0
326,GoPuff,0.052256532066508314,0.0002741693976174704,2.3666924481541535e-06,0.18578968619163155,0.005581528262209932,0.04275534441805226,0.009501187648456057,2,5,1.0,0.0,0.026066350710900472,0.0
327,ApplyBoard,0.0023752969121140144,0.0,2.2502537939381647e-59,0.0,0.0008156447848967064,0.0,0.0023752969121140144,3,6,1.0,0.0,0.001184834123222749,0.0
328,Vinted,0.05463182897862233,0.002400515553783644,2.330907365295838e-09,0.17960807600950118,0.002890767067029536,0.0332541567695962,0.02137767220902613,4,23,1.0,0.0,0.027251184834123223,0.0
329,Celonis,0.045130641330166275,0.0027552501602382835,3.252342453417304e-30,0.0628819060397817,0.0010058851370002154,0.007125890736342043,0.03800475059382423,8,111,1.0,0.0,0.022511848341232227,0.0
330,Manbang Group,0.014251781472684086,0.0,1.336757461383317e-34,0.058064024058053124,0.0009777726026077183,0.007125890736342043,0.007125890736342043,4,13,1.0,0.0,0.0071090047393364926,0.0
331,Klaviyo,0.03800475059382423,1.607768998335676e-05,0.11299862335530395,0.22521135322298602,0.017045484304954478,0.035629453681710214,0.0023752969121140144,1,1,1.0,0.0,0.018957345971563982,0.0
332,Chainalysis,0.03800475059382423,0.0,0.993493544016511,0.22553153219876315,0.03207625625960073,0.03800475059382423,0.0,0,0,1.0,0.0,0.018957345971563982,0.0
333,Buzzfeed,0.0498812351543943,0.0010140208859245167,6.099712550284832e-47,0.0169664065151001,0.0011658351595478485,0.014251781472684086,0.035629453681710214,9,153,1.0,0.0,0.024881516587677725,0.0
334,Avant,0.007125890736342043,3.9289971424345365e-05,2.056671362915426e-40,0.02280285035629454,0.0009427987490788289,0.004750593824228029,0.0023752969121140144,4,14,1.0,0.0,0.0035545023696682463,0.0
335,Tekion,0.030878859857482188,0.0,2.117465759767061e-05,0.19689821128014603,0.009456458922307377,0.030878859857482188,0.0,0,0,1.0,0.0,0.015402843601895734,0.0
336,Roblox,0.0332541567695962,0.0011653470196055877,1.873754238582848e-38,0.042316077180880485,0.0015359544665041495,0.011876484560570073,0.02137767220902613,9,108,1.0,0.0,0.016587677725118485,0.0
337,Squarespace,0.0665083135391924,0.0015442683347238909,2.056796356022295e-40,0.027146250424160162,0.001198773331352276,0.02137767220902613,0.045130641330166275,9,151,1.0,0.0,0.03317535545023697,0.0
338,Branch,0.040380047505938245,0.0,1.005066982692787e-32,0.0533445712972186,0.0014799181996907288,0.023752969121140145,0.0166270783847981,11,120,1.0,0.0,0.02014218009478673,0.0
339,Uptake,0.04275534441805226,6.221015722203371e-05,3.111149075540572e-45,0.015967273686988654,0.0010057915119793671,0.011876484560570073,0.030878859857482188,9,150,1.0,0.0,0.02132701421800948,0.0
340,Intarcia Therapeutics,0.040380047505938245,0.0,2.2502537939381647e-59,0.0,0.0008156447848967064,0.0,0.040380047505938245,7,291,1.0,0.0,0.02014218009478673,0.0
341,Glovo,0.004750593824228029,0.0,4.706421321262576e-30,0.04246809921007568,0.0016215536340847105,0.004750593824228029,0.0,0,0,1.0,0.0,0.002369668246445498,0.0
342,Tuya Smart,0.040380047505938245,0.0,4.141993341413557e-34,0.05188635592436067,0.0013377643694969996,0.02137767220902613,0.019002375296912115,11,121,1.0,0.0,0.02014218009478673,0.0
343,Tempus,0.040380047505938245,0.0,1.3923929695431983e-43,0.01800225028128516,0.001071555999635006,0.014251781472684086,0.026128266033254157,9,148,1.0,0.0,0.02014218009478673,0.0
344,LinkDoc Technology,0.040380047505938245,0.0,1.5975487914021061e-35,0.050440128545479954,0.0012223134298997738,0.019002375296912115,0.02137767220902613,11,122,1.0,0.0,0.02014218009478673,0.0
345,DataRobot,0.045130641330166275,8.813105606454777e-05,4.5515837308420915e-20,0.1263584589000266,0.0023052578917513366,0.035629453681710214,0.009501187648456057,5,30,1.0,0.0,0.022511848341232227,0.0
346,Tipalti,0.004750593824228029,0.0,5.83065572345497e-25,0.08185846693251234,0.0011907683656460194,0.004750593824228029,0.0,0,0,1.0,0.0,0.002369668246445498,0.0
347,Warby Parker,0.009501187648456057,2.2879962225058928e-05,1.4474598931619837e-50,0.005398402072986396,0.0008788044970044571,0.0023752969121140144,0.007125890736342043,10,112,1.0,0.0,0.004739336492890996,0.0
348,TransferWise,0.011876484560570073,0.0,2.2502537939381647e-59,0.0,0.0008156447848967064,0.0,0.011876484560570073,10,171,1.0,0.0,0.005924170616113744,0.0
349,Dave,0.023752969121140145,0.00020567055008860233,3.4617567664336565e-37,0.03234632077700812,0.0016764048797963432,0.014251781472684086,0.009501187648456057,5,16,1.0,0.0,0.011848341232227487,0.0
350,Gymshark,0.0332541567695962,0.0,2.563488899498236e-13,0.16864608076009502,0.004933379508324298,0.0332541567695962,0.0,0,0,1.0,0.0,0.016587677725118485,0.0
351,FlixBus,0.0332541567695962,0.0,8.516949636355978e-18,0.14083721936345373,0.0019893945232637203,0.026128266033254157,0.007125890736342043,3,8,1.0,0.0,0.016587677725118485,0.0
352,Red Ventures,0.0332541567695962,0.0,1.3980376770979024e-54,0.004750593824228029,0.0008515905120149445,0.004750593824228029,0.028503562945368172,7,211,1.0,0.0,0.016587677725118485,0.0
353,NuCom Group,0.0332541567695962,0.0,6.564020003564988e-39,0.020950118764845604,0.0010244570687423643,0.011876484560570073,0.02137767220902613,9,148,1.0,0.0,0.016587677725118485,0.0
354,Postman,0.0332541567695962,0.001132017983901255,2.5838137843274096e-07,0.18838612590548975,0.004320920973700988,0.028503562945368172,0.004750593824228029,2,3,1.0,0.0,0.016587677725118485,0.0
355,AppLovin,0.0023752969121140144,0.0,2.2502537939381647e-59,0.0,0.0008156447848967064,0.0,0.0023752969121140144,1,1,1.0,0.0,0.001184834123222749,0.0
356,GOAT,0.004750593824228029,0.0,2.3965350182740125e-13,0.13670185500973234,0.0023297917963655437,0.004750593824228029,0.0,0,0,1.0,0.0,0.002369668246445498,0.0
357,Payoneer,0.014251781472684086,0.0,2.2502537939381647e-59,0.0,0.0008156447848967064,0.0,0.014251781472684086,9,129,1.0,0.0,0.0071090047393364926,0.0
358,BeiBei,0.004750593824228029,0.0,2.2502537939381647e-59,0.0,0.0008156447848967064,0.0,0.004750593824228029,8,172,1.0,0.0,0.002369668246445498,0.0
359,Royole Corporation,0.0023752969121140144,0.0,7.920893354662339e-57,0.0023752969121140144,0.0011622711711961975,0.0023752969121140144,0.0,0,0,1.0,0.0,0.001184834123222749,0.0
360,TELD,0.0023752969121140144,0.0,3.407161768549652e-30,0.04830885550834699,0.000886240677790673,0.0023752969121140144,0.0,0,0,1.0,0.0,0.001184834123222749,0.0
361,Kaseya,0.019002375296912115,0.0,2.2502537939381647e-59,0.0,0.0008156447848967064,0.0,0.019002375296912115,5,41,1.0,0.0,0.009478672985781991,0.0
362,OneTrust,0.019002375296912115,0.0,1.3854870287335318e-13,0.12237577677007605,0.0010930510615507786,0.004750593824228029,0.014251781472684086,5,34,1.0,0.0,0.009478672985781991,0.0
363,Udemy,0.035629453681710214,0.0012407919092683258,2.484782249755568e-08,0.17184509797655947,0.0038139142862657384,0.028503562945368172,0.007125890736342043,3,9,1.0,0.0,0.017772511848341232,0.0
364,Quizlet,0.014251781472684086,0.0010971609546431397,1.5779804556871308e-15,0.13224360145609917,0.001935487795128904,0.009501187648456057,0.004750593824228029,1,2,1.0,0.0,0.0071090047393364926,0.0
365,Carta,0.023752969121140145,0.0004579269026164174,1.3331156278424915e-34,0.04556712751487098,0.0011132458864232292,0.007125890736342043,0.0166270783847981,5,34,1.0,0.0,0.011848341232227487,0.0
366,C2FO,0.011876484560570073,0.0,3.094784589075041e-33,0.03867384831554649,0.001015649792943426,0.004750593824228029,0.007125890736342043,2,7,1.0,0.0,0.005924170616113744,0.0
367,Knotel,0.0166270783847981,0.00038515987022943245,1.1968124385282365e-38,0.02930086540537847,0.0013868329886255904,0.007125890736342043,0.009501187648456057,6,17,1.0,0.0,0.008293838862559242,0.0
368,Kendra Scott,0.014251781472684086,0.0,2.2502537939381647e-59,0.0,0.0008156447848967064,0.0,0.014251781472684086,6,19,1.0,0.0,0.0071090047393364926,0.0
369,Swiggy,0.014251781472684086,0.0,7.920893354662339e-57,0.0023752969121140144,0.0009311869136632033,0.0023752969121140144,0.011876484560570073,6,18,1.0,0.0,0.0071090047393364926,0.0
370,Age of Learning,0.0023752969121140144,0.0,2.2502537939381647e-59,0.0,0.0008156447848967064,0.0,0.0023752969121140144,8,191,1.0,0.0,0.001184834123222749,0.0
371,Indigo Ag,0.0023752969121140144,0.0,2.2502537939381647e-59,0.0,0.0008156447848967064,0.0,0.0023752969121140144,5,32,1.0,0.0,0.001184834123222749,0.0
372,Icertis,0.004750593824228029,0.0,2.2502537939381647e-59,0.0,0.0008156447848967064,0.0,0.004750593824228029,1,2,1.0,0.0,0.002369668246445498,0.0
373,Deposit Solutions,0.004750593824228029,0.0,7.920893354662339e-57,0.0023752969121140144,0.0011622711711961975,0.0023752969121140144,0.0023752969121140144,1,1,1.0,0.0,0.002369668246445498,0.0
374,Scopely,0.004750593824228029,0.0,1.3980376770979024e-54,0.004750593824228029,0.0021502493071787836,0.004750593824228029,0.0,0,0,1.0,0.0,0.002369668246445498,0.0
375,Mirakl,0.009501187648456057,0.0,1.6728674592676797e-08,0.08103493779634331,0.0029870718767292716,0.009501187648456057,0.0,0,0,1.0,0.0,0.004739336492890996,0.0
376,Marqeta,0.009501187648456057,0.0,6.296718376286383e-29,0.050908131193166825,0.000984625032885148,0.004750593824228029,0.004750593824228029,3,4,1.0,0.0,0.004739336492890996,0.0
377,HighRadius,0.014251781472684086,0.0,1.7404635373976964e-21,0.11648965699256467,0.004699487256986133,0.014251781472684086,0.0,0,0,1.0,0.0,0.0071090047393364926,0.0
378,OutSystems,0.019002375296912115,0.0,1.0828365786900953e-41,0.02293858160841534,0.0011701683637830723,0.009501187648456057,0.009501187648456057,8,60,1.0,0.0,0.009478672985781991,0.0
379,Darktrace,0.023752969121140145,0.000224402046382026,2.722013510629191e-43,0.02151537058074288,0.0010434584724820012,0.007125890736342043,0.0166270783847981,8,61,1.0,0.0,0.011848341232227487,0.0
380,o9 Solutions,0.019002375296912115,0.0,7.8714043386903e-16,0.11604503998114268,0.003938987357873948,0.019002375296912115,0.0,0,0,1.0,0.0,0.009478672985781991,0.0
381,KnowBe4,0.019002375296912115,0.0,6.078765559615491e-17,0.11481812855670057,0.00212897310001622,0.0166270783847981,0.0023752969121140144,1,1,1.0,0.0,0.009478672985781991,0.0
382,OVH,0.019002375296912115,0.0,1.0279554581487742e-48,0.007125890736342043,0.0008816616620653305,0.0023752969121140144,0.0166270783847981,8,232,1.0,0.0,0.009478672985781991,0.0
383,InSightec,0.0023752969121140144,0.0,2.2924408301595977e-20,0.06223060491257059,0.0012601356334634773,0.0023752969121140144,0.0,0,0,1.0,0.0,0.001184834123222749,0.0
384,Lalamove,0.011876484560570073,1.2724804886325076e-05,7.920893354662339e-57,0.0023752969121140144,0.000988957978046452,0.0023752969121140144,0.009501187648456057,8,162,1.0,0.0,0.005924170616113744,0.0
385,Cgtz,0.009501187648456057,0.0,2.2502537939381647e-59,0.0,0.0008156447848967064,0.0,0.009501187648456057,8,163,1.0,0.0,0.004739336492890996,0.0
386,GalaxySpace,0.011876484560570073,0.0,2.4982810952618252e-26,0.06328916114514313,0.0023228911723565965,0.011876484560570073,0.0,0,0,1.0,0.0,0.005924170616113744,0.0
387,Lilium Aviation,0.009501187648456057,1.2700322337241236e-05,1.13607140026889e-16,0.11937523761689008,0.0015136647542768546,0.007125890736342043,0.0023752969121140144,2,5,1.0,0.0,0.004739336492890996,0.0
388,SmartNews,0.007125890736342043,0.0,8.515304817819084e-18,0.11739861643289354,0.0010386306348203291,0.0023752969121140144,0.004750593824228029,2,6,1.0,0.0,0.0035545023696682463,0.0
389,Whoop,0.004750593824228029,0.0,4.633500177679552e-12,0.12116713452817965,0.011712573835583719,0.004750593824228029,0.0,0,0,1.0,0.0,0.002369668246445498,0.0
390,KK Group,0.011876484560570073,6.78656260604004e-06,3.530507349903701e-19,0.09717123731375513,0.0019539964519841384,0.009501187648456057,0.0023752969121140144,1,1,1.0,0.0,0.005924170616113744,0.0
391,XiaoZhu,0.007125890736342043,0.0,2.2502537939381647e-59,0.0,0.0008156447848967064,0.0,0.007125890736342043,7,193,1.0,0.0,0.0035545023696682463,0.0
392,LifeMiles,0.004750593824228029,0.0,2.2502537939381647e-59,0.0,0.0008156447848967064,0.0,0.004750593824228029,1,2,1.0,0.0,0.002369668246445498,0.0
393,Thrasio,0.007125890736342043,4.241601628775025e-05,1.6728674592676797e-08,0.07571301022556898,0.0027462504812608875,0.004750593824228029,0.0023752969121140144,1,1,1.0,0.0,0.0035545023696682463,0.0
394,Argo AI,0.0023752969121140144,0.0,4.544389156148269e-18,0.08106462025701931,0.0011303654428695092,0.0023752969121140144,0.0,0,0,1.0,0.0,0.001184834123222749,0.0
395,Gett,0.009501187648456057,1.13109376767334e-05,7.920893354662339e-57,0.0023752969121140144,0.0010467290424297005,0.0023752969121140144,0.007125890736342043,7,38,1.0,0.0,0.004739336492890996,0.0
396,Babylon Health,0.004750593824228029,1.13109376767334e-05,1.3901392862811797e-54,0.003167062549485352,0.0011122235676260567,0.0023752969121140144,0.0023752969121140144,1,1,1.0,0.0,0.002369668246445498,0.0
397,VillageMD,0.0023752969121140144,0.0,1.6218821233006616e-52,0.0035629453681710215,0.0017610957959346436,0.0023752969121140144,0.0,0,0,1.0,0.0,0.001184834123222749,0.0
398,FlashEx,0.009501187648456057,0.0,2.4573374233851694e-20,0.09583071103261127,0.0010561975610216892,0.007125890736342043,0.0023752969121140144,2,2,1.0,0.0,0.004739336492890996,0.0
399,Talkdesk,0.0023752969121140144,0.0,2.2502537939381647e-59,0.0,0.0008156447848967064,0.0,0.0023752969121140144,1,1,1.0,0.0,0.001184834123222749,0.0
400,wefox Group,0.004750593824228029,0.0,1.3980376770979024e-54,0.0053444180522565325,0.0015451113822487093,0.004750593824228029,0.0,0,0,1.0,0.0,0.002369668246445498,0.0
401,sweetgreen,0.0023752969121140144,0.0,1.361281478787793e-43,0.01140142517814727,0.0008814092725523452,0.0023752969121140144,0.0,0,0,1.0,0.0,0.001184834123222749,0.0
402,Niantic,0.014251781472684086,0.00038595208471353703,5.146490830983893e-36,0.041309511515026334,0.0009334742234016235,0.004750593824228029,0.009501187648456057,5,35,1.0,0.0,0.0071090047393364926,0.0
403,HeartFlow,0.0023752969121140144,0.0,1.3901392862811797e-54,0.003167062549485352,0.000883133300032729,0.0023752969121140144,0.0,0,0,1.0,0.0,0.001184834123222749,0.0
404,MEGVII,0.004750593824228029,0.0,5.4067749337268105e-42,0.027186566637661395,0.0011108939656291742,0.004750593824228029,0.0,0,0,1.0,0.0,0.002369668246445498,0.0
405,Yimidida,0.004750593824228029,0.0004750593824228028,1.3432313232003756e-27,0.054064822618956405,0.0009506668142155337,0.0023752969121140144,0.0023752969121140144,1,1,1.0,0.0,0.002369668246445498,0.0
406,ironSource,0.007125890736342043,0.0,2.2502537939381647e-59,0.0,0.0008156447848967064,0.0,0.007125890736342043,7,39,1.0,0.0,0.0035545023696682463,0.0
407,Deezer,0.009501187648456057,0.0002375296912114014,1.3980376770979024e-54,0.004750593824228029,0.0013433078251590509,0.004750593824228029,0.004750593824228029,6,35,1.0,0.0,0.004739336492890996,0.0
408,eDaili,0.0023752969121140144,0.0,2.345692051040435e-26,0.04344688655702216,0.0016237085289928282,0.0023752969121140144,0.0,0,0,1.0,0.0,0.001184834123222749,0.0
409,AIWAYS,0.0023752969121140144,0.0,1.3901392862811797e-54,0.003167062549485352,0.0015931048041767184,0.0023752969121140144,0.0,0,0,1.0,0.0,0.001184834123222749,0.0
410,MediaMath,0.0023752969121140144,0.0,2.2502537939381647e-59,0.0,0.0008156447848967064,0.0,0.0023752969121140144,5,16,1.0,0.0,0.001184834123222749,0.0
411,Yello Mobile,0.0023752969121140144,0.0,2.2502537939381647e-59,0.0,0.0008156447848967064,0.0,0.0023752969121140144,8,184,1.0,0.0,0.001184834123222749,0.0
412,Flywire,0.014251781472684086,0.0,9.153925897766603e-18,0.12913363358731528,0.002205066075113218,0.014251781472684086,0.0,0,0,1.0,0.0,0.0071090047393364926,0.0
413,GetYourGuide,0.011876484560570073,0.0,3.227700133056019e-33,0.04464785740493985,0.0011836128706409193,0.007125890736342043,0.004750593824228029,5,32,1.0,0.0,0.005924170616113744,0.0
414,Revolution Precrafted,0.0023752969121140144,0.0,2.2502537939381647e-59,0.0,0.0008156447848967064,0.0,0.0023752969121140144,1,1,1.0,0.0,0.001184834123222749,0.0
415,Bukalapak,0.0023752969121140144,0.0,7.920893354662339e-57,0.0023752969121140144,0.0015088975574956884,0.0023752969121140144,0.0,0,0,1.0,0.0,0.001184834123222749,0.0
416,Socar,0.0023752969121140144,0.0,1.821712139889248e-14,0.10369766370049988,0.001638368967736161,0.0023752969121140144,0.0,0,0,1.0,0.0,0.001184834123222749,0.0
417,AppDirect,0.0023752969121140144,0.0,2.2502537939381647e-59,0.0,0.0008156447848967064,0.0,0.0023752969121140144,5,12,1.0,0.0,0.001184834123222749,0.0
418,Cabify,0.0023752969121140144,0.0,2.2502537939381647e-59,0.0,0.0008156447848967064,0.0,0.0023752969121140144,1,1,1.0,0.0,0.001184834123222749,0.0
419,dLocal,0.0023752969121140144,0.0,2.2502537939381647e-59,0.0,0.0008156447848967064,0.0,0.0023752969121140144,1,1,1.0,0.0,0.001184834123222749,0.0
420,Meero,0.007125890736342043,9.755683746182558e-05,2.5499887878931563e-34,0.032959968619930696,0.0016495068499043026,0.004750593824228029,0.0023752969121140144,2,2,1.0,0.0,0.0035545023696682463,0.0
421,Traveloka,0.004750593824228029,0.0,2.2502537939381647e-59,0.0,0.0008156447848967064,0.0,0.004750593824228029,4,11,1.0,0.0,0.002369668246445498,0.0
