,Degree Centrality,Betweenness Centrality,Eigen Centrality,Closeness Centrality,Page Rank
Delphi Automotive,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Index,0.004322766570605187,0.0,0.00843580980396516,0.1724407233956809,0.0010156050529440239
Seedcamp,0.007204610951008645,0.00833364522125329,0.02346165719339597,0.19841856455518142,0.0017606523398037222
DAG Ventures,0.002881844380403458,0.0,0.0039392188186210845,0.1616679197343581,0.0008562486185718339
Pacific Century Group,0.0,0.0,1.8880471991258762e-27,0.0,0.0002212389380530974
General Atlantic,0.02737752161383285,0.02081721753370717,0.14834942323412656,0.25554324169415576,0.005249306423734758
GSV Capital,0.004322766570605187,0.0,0.03402798895076976,0.20914694453966762,0.00100598891455778
BlackRock,0.002881844380403458,0.0,0.0062620833997099916,0.175991945189749,0.0008301514984824184
DFJ Growth Fund,0.002881844380403458,0.0,0.00032236292775779244,0.1405781107713068,0.0009219867881651466
Shanghai Puyin Industry,0.002881844380403458,0.0,2.7344077252692658e-05,0.11573895482084913,0.0011361400367826766
BlueCross BlueShield Venture Partners,0.001440922190201729,0.0,0.0013016256152971336,0.15165958793074535,0.0005974865285578695
Richland Equities,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Horizons Ventures,0.007204610951008645,0.0009680748732642198,0.035347554631980166,0.20632856909387756,0.0015098976558766482
Flare Capital Partners,0.002881844380403458,0.0,0.029693798102340217,0.20667670503723057,0.0007209867904565954
DST Global,0.02737752161383285,0.02608048779631608,0.16345426445446284,0.2637984074344551,0.005199833209756316
Core Capital Partners,0.002881844380403458,0.0,0.012260134949047577,0.18465888520411858,0.0008110320829591024
BoxGroup,0.005763688760806916,0.0005608558725107651,0.022149771643217037,0.19525567564091179,0.0013477161401279606
Fifth Wall Ventures,0.002881844380403458,0.0,0.0013944397352005824,0.1507883387592105,0.0009306620981774988
Foxconn Technology Company,0.005763688760806916,0.0016798468112070252,0.018290553493301834,0.195775802640488,0.0014722561267672318
World Lab Innovation,0.002881844380403458,0.0,0.011787943464052058,0.18835016994166887,0.0007376973805373233
Sinovation Ventures,0.004322766570605187,0.0,0.03128016326572429,0.20656052926149296,0.0010086710564446316
D1 Capital Partners,0.002881844380403458,0.0,0.002196670117176015,0.1589408224724031,0.00100783815877681
Eight Roads Ventures,0.002881844380403458,0.0,1.0628760828051467e-13,0.005187319884726225,0.001181643958751841
Kite Ventures,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
North Bridge Growth Equity,0.002881844380403458,0.0,0.00440149255527685,0.1744049271742743,0.0008816922463967739
Shunwei Capital Partners,0.01440922190201729,0.008616718267041554,0.038054594930042485,0.21489542781064092,0.003312012567143286
AME Cloud Ventures,0.002881844380403458,0.0,0.00928596750476737,0.18382750453036317,0.0007451705386532605
Khosla Ventures,0.034582132564841495,0.02996340511795479,0.1908545206327571,0.26360916897861975,0.006570096068310497
OpenView Venture Partners,0.002881844380403458,0.0,0.0013944397352005824,0.1507883387592105,0.0009306620981774988
Tusk Ventures,0.002881844380403458,0.0,0.023510722051082438,0.1944291965905799,0.0007802984208836023
Venture51,0.002881844380403458,0.0,0.02116511910085822,0.20347241503665334,0.0007103621077530262
Propulsion Ventures,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Funa Yuanchuang Technology,0.002881844380403458,0.0,2.7344077252692658e-05,0.11573895482084913,0.0011361400367826766
Berkshire Partners,0.001440922190201729,0.0,0.002683780578012426,0.16825603551107873,0.0004906730877571038
Kerala Ventures,0.002881844380403458,0.0,0.013555879410178811,0.1850308064230594,0.000811913457116293
Charter Venture Capital,0.002881844380403458,0.0,0.018500649871150302,0.1966137943050808,0.0008316404611856279
Microsoft ScaleUp,0.002881844380403458,0.0,0.02612106101379555,0.20632856909387756,0.0006810614535098668
InnoVision Capital,0.002881844380403458,0.0,0.01746502942134674,0.1964036245623709,0.0008252673990211728
Rusnano,0.001440922190201729,0.0,1.5838087838964918e-20,0.001440922190201729,0.0014749262536873158
Kaszek Ventures,0.005763688760806916,5.1470566086792744e-05,0.0541031706099179,0.21046459424753494,0.001161784961488743
Rho Ventures,0.002881844380403458,0.0,0.009361993745769343,0.18273057262864048,0.0008071052433019092
Morningside Ventures,0.008645533141210374,0.0021728627595924833,0.007079182837901274,0.18119880747346942,0.002088734904580612
York Capital Management,0.002881844380403458,0.0,0.0007507099792688171,0.14681229786504033,0.0010137333869809527
TA Associates,0.002881844380403458,0.0,0.016549794887535007,0.191291609347317,0.0007868929894370188
DJF,0.002881844380403458,0.0,0.00019641242241772632,0.12875654574498807,0.001055691526560322
Mithril Capital Management,0.002881844380403458,0.0,0.004676945222708364,0.1672604376678179,0.000856190570712202
Breyer Capital,0.005763688760806916,0.0006954590815801698,0.02369982153744255,0.20157497616905976,0.0012860504068703145
Temasek,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
SoftBank Group,0.0446685878962536,0.03836690763340703,0.18226305258400372,0.2591475187279238,0.008455602946329403
New Leaf Venture Partners,0.002881844380403458,0.0,0.018500649871150302,0.1966137943050808,0.0008316404611856279
August Capital,0.005763688760806916,0.00017268794988369504,0.023887323080613677,0.19588016074424092,0.0013208619073505493
CapitalG,0.001440922190201729,0.0,0.007543261211375481,0.18263975226451093,0.00046965096820888444
Sands Capital,0.002881844380403458,0.0,1.0628760828051468e-13,0.005187319884726225,0.0011816439587518412
Blackstone,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Shasta Ventures,0.002881844380403458,0.0,0.019837700756611464,0.19525567564091179,0.0007380566198623553
Pokemon Company International,0.004322766570605187,0.0,0.00602055167061626,0.17292761484997457,0.001069673118647142
Escala Capital,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Revolution,0.005763688760806916,0.004183456633024356,0.018786599465000588,0.19703548608911312,0.0017035550595242382
Global Logistic Properties,0.002881844380403458,0.0,0.0010912437865114384,0.15072648956365708,0.000995826530324821
L Catterton,0.002881844380403458,0.0,0.01028221260664427,0.18700823488864937,0.0008255054366471518
Cybernaut Growth Fund,0.001440922190201729,0.0,0.008650850988650215,0.18209672029543902,0.00048292225236750043
GP Capital,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
CRV,0.011527377521613832,0.0023829517922884613,0.05349486948309798,0.2151470618010515,0.0021973300315234314
Singapore Wealth Fund,0.002881844380403458,0.0,0.03662832325372065,0.21143336107951438,0.0006875444930848163
Makena Capital Management,0.002881844380403458,0.0,0.005971157846992112,0.17786601236989155,0.0007559663359427873
ClalTech,0.004322766570605187,0.0,0.017994553729520968,0.20552079505380086,0.0009879867962748836
SIG Asia Investments,0.004322766570605187,0.0,0.027356595249059472,0.2052911628805564,0.0009756829180972435
Cambridge Innovation Capital,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
GX Capital,0.001440922190201729,0.0,0.016010891065494894,0.19629870809625852,0.00047454746765104584
TowerBrook Capital Partners,0.001440922190201729,0.0,0.004035048994677765,0.17432219238908728,0.0005066732152277546
Advantech Capital,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
FirstMark Capital,0.005763688760806916,0.0006905189038085019,0.030515348817223686,0.20437774280099885,0.0012207911766712112
DT Capital Partners,0.002881844380403458,0.0,0.009436584177127354,0.1821870012673257,0.0008399063835351192
Revolution Ventures,0.002881844380403458,0.0,0.027341375293074663,0.20598160401132062,0.0007056701724724322
Warbug Pincus,0.002881844380403458,0.0,0.019482633955193326,0.1966137943050808,0.0007495998215597113
Prometheus Capital,0.002881844380403458,0.0,0.004006001264078542,0.16996816908242182,0.0008615177593951145
Relay Ventures,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Oceanwide Holdings,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Yaxia Automobile,0.002881844380403458,0.0,0.004840505257585058,0.17641439344992604,0.0008499520203082175
Caterpillar,0.002881844380403458,0.0,0.018524450710906984,0.1968244143311173,0.0008409830483768912
e.ventures,0.002881844380403458,0.0,1.0628760828051468e-13,0.005187319884726225,0.0011816439587518412
One Equity Partners,0.0,0.0,1.8880471991258762e-27,0.0,0.0002212389380530974
DCM Ventures,0.01296829971181556,0.0049936257496790756,0.05530664814891912,0.22544244267251284,0.0026527876142960686
Ant Financial Services Group,0.004322766570605187,0.0009321189877717672,0.009175387399857654,0.18653359469857664,0.0011533102471800582
Seaya Ventures,0.005763688760806916,0.004183456633024356,0.002640336179141306,0.1588034492464114,0.0018648818628742674
Tenaya Capital,0.002881844380403458,0.0,0.02606876412397376,0.19863307111145728,0.0006949250179929656
Susquehanna Growth Equity,0.005763688760806916,0.0007579227090640189,0.010613457216563704,0.1858731317937258,0.0013773127184494882
Granite Ventures,0.002881844380403458,0.0,0.0013651333849989775,0.152477668695517,0.000919501201235282
Tao Capital Partners,0.005763688760806916,0.0010126624949821806,0.03688337170009959,0.21603244065619986,0.00134515200126585
Monashees+,0.002881844380403458,0.0,0.022653583627442672,0.20091371326199886,0.0008054069848824233
Tiger Global management,0.004322766570605187,0.0006060189909945043,0.02055645701802746,0.20124380150941729,0.0011165555239373522
True,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Baidu,0.01585014409221902,0.013885067607568725,0.05206430990352289,0.22585813248690595,0.0035410391157161465
Hongxiu VC,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Tiger Global Management,0.03314121037463977,0.02965862823273257,0.15385651785686258,0.25841855243051753,0.0062812138796198656
FANUC,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Sina Weibo,0.007204610951008645,0.00030240865235239644,0.045674242133004486,0.22123490761962428,0.001487691776645886
Quadrille Capital,0.002881844380403458,0.0,0.0185006498711503,0.1966137943050808,0.0008316404611856279
Zhongrong International Trust,0.001440922190201729,0.0,1.5838087838964918e-20,0.001440922190201729,0.0014749262536873158
North Bridge Venture Partners,0.002881844380403458,0.0,0.01778516177341415,0.191291609347317,0.0008224449592754544
Access Industries,0.008645533141210374,0.015335634613450487,0.02573144169984869,0.20324733493152433,0.0022804386783391493
Google,0.007204610951008645,0.0022949862671860608,0.017391864648670805,0.20494767515682985,0.0016672655637183697
Intel Capital,0.010086455331412104,0.007165835424957185,0.01833643657990309,0.20025677469002506,0.0027373036162505076
Venrock,0.010086455331412104,0.0020475807612272104,0.0662975725001821,0.23198938229557828,0.001980433455478831
Scentan Ventures,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Accel,0.03890489913544668,0.04513995935393991,0.1492925285378707,0.24778906376007823,0.007807943985574001
Magma Venture Partners,0.002881844380403458,0.0,0.0004932053569709131,0.1433194935866599,0.0008446050447805086
Koch Disruptive Technologies,0.005763688760806916,0.004183456633024356,0.008266120675115129,0.18373559077809798,0.0016936433468784419
People Electrical Appliance Group China,0.001440922190201729,0.0,1.5838087838964918e-20,0.001440922190201729,0.0014749262536873158
Durable Capital Partners,0.002881844380403458,0.0,0.01028221260664427,0.18700823488864937,0.0008255054366471518
China Reform Fund,0.005763688760806916,0.004183456633024356,0.01845514116510733,0.19714119182199355,0.001571728191250566
Formation 8,0.002881844380403458,0.0,0.010753860086323222,0.17829751652411255,0.000707885138751505
Institutional Venture Partners,0.023054755043227664,0.014069479492647355,0.11746525774104169,0.24762208999743665,0.0043058833530121784
Gemini Israel Ventures,0.002881844380403458,0.0,0.0039392188186210845,0.1616679197343581,0.0008562486185718339
SDIC Innovation Investment Management,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Star VC,0.004322766570605187,0.0,0.014977845491830323,0.19588016074424092,0.001066575215072781
Emtek Group,0.002881844380403458,0.0,6.404377321127787e-16,0.003242074927953891,0.0014497757909407733
Bain Capital Ventures,0.008645533141210374,0.0017406990239327979,0.03319480920751353,0.2057509415208264,0.001845804180813572
InCube Ventures,0.002881844380403458,0.0,0.019470012612568,0.1950483978536072,0.0007955822571107992
Digital Sky Technologies,0.007204610951008645,0.001491658073791855,0.03250881236772752,0.20902797585676677,0.0015480847762507494
China Everbright Limited,0.002881844380403458,0.0,0.009436584177127354,0.1821870012673257,0.0008399063835351192
Haitong Leading Capital Management,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Tribe Capital,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Temasek Holdings Ltd.,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Seven Venture Capital,0.001440922190201729,0.0,1.5838087838964918e-20,0.001440922190201729,0.0014749262536873158
Promus Ventures,0.002881844380403458,0.0,0.0023469300853142423,0.15670412859539273,0.0008999665572155633
JAFCO Co,0.002881844380403458,0.0,0.009436584177127356,0.1821870012673257,0.0008399063835351192
Wing Venture Capital,0.005763688760806916,0.002051108137474565,0.03990954845599826,0.2120433823174818,0.0012734519385172195
Northern Light Venture Capital,0.002881844380403458,0.0,0.01325547122423111,0.18643895563480262,0.000733354703518998
Francisco Partners,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Altitude Life Science Ventures,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Lockheed Martin,0.002881844380403458,0.0,0.028620278995288833,0.20494767515682985,0.0006964963656401896
iTech Capital,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
TopoScend Capital,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Eurazeo,0.001440922190201729,0.0,1.5838087838964918e-20,0.001440922190201729,0.0014749262536873158
Lowercase Capital,0.007204610951008645,0.0016377954443080934,0.041626142115891746,0.20914694453966762,0.0014945233240228847
Sozo Ventures,0.002881844380403458,0.0,0.02410328169075969,0.1945321236401249,0.0007118821047165612
Asian Development Bank,0.002881844380403458,0.0,0.012282570250963897,0.19852575988989518,0.0008284738559625656
Giza Venture Capital,0.002881844380403458,0.0,0.0039392188186210845,0.1616679197343581,0.0008562486185718339
Kinnevik,0.005763688760806916,0.004183456633024356,0.00021877233109255813,0.13114603196152602,0.002010949656184093
Gaorong Capital,0.011527377521613832,0.004294845515249147,0.09460032262042602,0.2415984099646259,0.0022275220839693952
SoftBankGroup,0.005763688760806916,0.0010073390698937656,0.018385671885006727,0.20609712930801793,0.0012860147804672824
N/A,0.0,0.0,1.8880471991258762e-27,0.0,0.0002212389380530974
Kibo Ventures,0.002881844380403458,0.0,0.006642430193910437,0.17260271562057114,0.0007546116205322557
Passion Capital,0.002881844380403458,0.0,0.004298098690214431,0.1649332053663357,0.0007858857745810489
Lightspeed China Partners,0.002881844380403458,0.0,0.00010052242478732429,0.12503272594630688,0.0011091006476634075
BMW i Ventures,0.002881844380403458,0.0,0.016868701615111403,0.19259495888689515,0.0007376438488909574
dmg ventures,0.002881844380403458,0.0,0.01028221260664427,0.18700823488864937,0.0008255054366471518
Ten Eleven Ventures,0.004322766570605187,8.454686319377882e-05,0.007437263516735347,0.18419608098054935,0.0011357937562550987
CreditEase Fintech Investment Fund,0.005763688760806916,0.001362059684179133,0.020380096003580976,0.19992991379553643,0.001340690656717192
Tencent Holdings,0.0446685878962536,0.051230458149171626,0.13010539376620048,0.2548343838808571,0.009722923082531894
Neuberger Berman,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Alibaba Group,0.03170028818443804,0.03825158934318043,0.06101964203595614,0.23601231956081947,0.007276962309359863
US Venture Partners,0.004322766570605187,0.0020958868221116057,0.01563644565373273,0.19149097527680872,0.001333739342138879
Public Investment Fund of Saudi Arabia,0.002881844380403458,0.0,0.00021571987943109737,0.13105248985599002,0.0010345114409236454
DC Thomson Ventures,0.002881844380403458,0.0,0.0005117380397205284,0.14393700805178064,0.00100594004804683
Google Capital,0.002881844380403458,0.0,0.02385239327498933,0.1946351597225614,0.0007270258053552311
Greycroft,0.008645533141210374,4.9902067193133474e-05,2.1257521656103125e-13,0.008645533141210375,0.00323462002330016
Accomplice,0.002881844380403458,0.0,0.020858024228721437,0.1978843196317695,0.0007414463702486037
Coatue Management,0.005763688760806916,0.002197930800992219,0.05915355754119337,0.2346559269196654,0.0011863697599602437
Hinduja Group,0.0,0.0,1.8880471991258762e-27,0.0,0.0002212389380530974
CDIB Capital,0.0,0.0,1.8880471991258762e-27,0.0,0.0002212389380530974
Founders Fund,0.023054755043227664,0.01562969416018472,0.07928731599892411,0.2404916109660968,0.0047211926755770005
Nichi-Iko Pharmaceutical,0.001440922190201729,0.0,1.5838087838964918e-20,0.001440922190201729,0.0014749262536873158
Tokopedia_,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
BDC Venture Capital,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Lightspeed India Partners,0.004322766570605187,0.00031034571203771775,0.02967262284994795,0.2115550843731698,0.0009746027535533764
Sapphire Ventures,0.002881844380403458,0.0,0.006606331959890773,0.18057551919223389,0.0008349687892350362
Endeavor,0.001440922190201729,0.0,1.5838087838964918e-20,0.001440922190201729,0.0014749262536873158
Unternehmertum Venture Capital,0.002881844380403458,0.0,0.01347039496223248,0.18932054691200204,0.0007920993486103421
IP Group,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
BNP Paribas,0.002881844380403458,0.0,0.01270787241473899,0.19938751033976992,0.0007597584359012653
U.S.-China Green Fund,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Toyota Motor Corporation,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
VebVentures,0.002881844380403458,0.0,0.016162695565116642,0.2050620432791272,0.000726337048046101
Pritzker Group Venture Capital,0.002881844380403458,0.0,0.012282570250963897,0.19852575988989518,0.0008284738559625656
Valiant Capital Partners,0.002881844380403458,0.0,0.016853461635146862,0.1922926120126614,0.0007472540572210427
Legend Capital,0.005763688760806916,0.000616185211470362,0.021547676806568147,0.19809767199794934,0.0013749385896398099
Bain Capital,0.002881844380403458,0.0,0.00043121334403379836,0.13630236704606674,0.0010306367420159785
Homebrew,0.002881844380403458,0.0,0.00532325699403566,0.16741283897776582,0.0008286355241674424
Providence Ventures,0.002881844380403458,0.0,0.021813974109325243,0.19714119182199355,0.000693593579049033
Connecticut Innovations,0.002881844380403458,0.0,0.003312602852089479,0.16642716555987136,0.0008678414153671691
Contour Venture Partners,0.002881844380403458,0.0,0.012260134949047577,0.18465888520411858,0.0008110320829591024
Highland Europe,0.002881844380403458,0.0,0.004441250551149714,0.1649332053663357,0.0008402600782094289
TPG Growth,0.01296829971181556,0.007682303929753084,0.0480314010712847,0.2259970366274268,0.0027716008039430553
The Carlyle Group,0.0,0.0,1.8880471991258762e-27,0.0,0.0002212389380530974
Redpoint Ventures,0.01585014409221902,0.007886816218239463,0.06736164974853323,0.23316699337322078,0.0031797786044629782
Mizuho Financial Group,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.0014749262536873158
Obvious Ventures,0.005763688760806916,0.001201076282684799,0.03132993749123342,0.21253393959294156,0.0013199466124964505
Spark Capital,0.018731988472622477,0.01079046930183618,0.04891244828420507,0.21302677191663535,0.004008963353016545
Qualcomm Ventures,0.01585014409221902,0.013479556101081848,0.06288486327071889,0.2346559269196654,0.0035883316333855564
Newmark Knight Frank,0.002881844380403458,0.0,0.003839253906329012,0.17075798399451483,0.0007722017306889873
Blue Label Telecoms,0.001440922190201729,0.0,1.5838087838964918e-20,0.001440922190201729,0.0014749262536873158
capitalG,0.020172910662824207,0.016128381002259037,0.10512886010754069,0.24303649573822486,0.003933313521277551
WRVI Capital,0.002881844380403458,0.0,0.005710152113362402,0.17760811095031223,0.0008671646123850731
Grandland,0.001440922190201729,0.0,1.5838087838964918e-20,0.001440922190201729,0.0014749262536873158
Undisclosed,0.0,0.0,1.8880471991258762e-27,0.0,0.0002212389380530974
Moore Capital Management,0.002881844380403458,0.0,0.017409678993625458,0.19391619079482636,0.0007665378586536418
Playground Global,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.0014749262536873158
STO Express,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
IMM Investment,0.004322766570605187,0.0020958868221116057,0.011898592085425113,0.1891256724427154,0.0013880208818277874
ING,0.002881844380403458,0.0,0.017465029421346742,0.1964036245623709,0.0008252673990211728
LowercaseCapital,0.002881844380403458,0.0,0.024638226200171892,0.20302275224099225,0.0006924260599305092
Smash Ventures,0.002881844380403458,0.0,0.014866831961220878,0.19432637840094974,0.0007733507844199655
Legend Star,0.002881844380403458,0.0,0.005541261314702967,0.17838406871659998,0.0008744778013103603
Bright Venture Capita,0.002881844380403458,0.0,0.0055299086093551445,0.17004682163637017,0.0007832876315450618
Tianjin Haihe Industry Fund,0.001440922190201729,0.0,1.5838087838964918e-20,0.001440922190201729,0.0014749262536873158
Ventures,0.004322766570605187,0.0,0.00843580980396516,0.1724407233956809,0.0010156050529440239
Boxin Capital,0.002881844380403458,0.0,0.009436584177127354,0.1821870012673257,0.0008399063835351192
Insight Partners,0.021613832853025934,0.013875555122445898,0.0588942735403328,0.23228266849317067,0.004414352786168393
Far East Horizon,0.002881844380403458,0.0,0.004840505257585058,0.17641439344992604,0.0008499520203082175
Geodesic Capital,0.002881844380403458,0.0,0.02840140894098292,0.20279866531798893,0.0006811574133941001
Sierra Ventures,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Foresite Capital,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Granite Hill Capital Partners,0.002881844380403458,0.0,0.018441706612540496,0.19269595257272992,0.0006893471126454453
KKR,0.018731988472622477,0.013782821189320817,0.048468467623602164,0.2290967466061072,0.004366545744620667
GAM Holding,0.0,0.0,1.8880471991258762e-27,0.0,0.0002212389380530974
DN Capital,0.007204610951008645,0.004183456633024356,0.019803212899204874,0.1941210679113555,0.0017805032407164601
New Horizon Capital,0.002881844380403458,0.0,0.0014774267069952486,0.15518208680582601,0.0011128147961820337
83North,0.01296829971181556,0.014073055098170034,0.015034391479133267,0.19269595257272992,0.003246714428052967
Ridge Ventures,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Chiratae Ventures,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Vickers Venture Partners,0.001440922190201729,0.0,1.5838087838964918e-20,0.001440922190201729,0.0014749262536873158
Steadview Capital,0.002881844380403458,0.0,0.011815528322667744,0.1889311987435455,0.0008487669406524788
Plug and Play Ventures,0.002881844380403458,0.0,0.0018412392297940672,0.15610500490917417,0.0009495589573268642
next47,0.002881844380403458,0.0,0.025830858523819108,0.19556741966801275,0.0007049067094773211
Xiang He Capital,0.005763688760806916,0.001035239916820183,0.02709328858651124,0.2052911628805564,0.001344507981639281
Automobile Industry Guidance Fund,0.0,0.0,1.8880471991258762e-27,0.0,0.0002212389380530974
VY Capital,0.004322766570605187,0.0004968841222479462,0.028558097253230684,0.19938751033976992,0.000977708491558218
Mountain Nazca,0.002881844380403458,0.0,0.028778941124906986,0.20324733493152433,0.0006852005483665563
Coltrane Asset Management,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Leonardo DiCaprio,0.002881844380403458,0.0,0.012282570250963897,0.19852575988989518,0.0008284738559625656
Composite Capital Partners,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Sky9 Capital,0.002881844380403458,0.0,0.00010052242478732429,0.12503272594630688,0.0011091006476634075
Infore Capital,0.004322766570605187,0.0,0.014977845491830321,0.19588016074424092,0.001066575215072781
Octopus Ventures,0.002881844380403458,0.0,0.01028221260664427,0.18700823488864937,0.0008255054366471518
Scale Venture Partners,0.005763688760806916,0.004183456633024356,0.034258833465580237,0.2048334345352263,0.0014724046807969506
Foundation Capital,0.002881844380403458,0.0,0.019204474243309202,0.19906347863282556,0.0007033175518824387
ICONIQ Capital,0.01585014409221902,0.008744138478803211,0.09513615029840956,0.23405807742432863,0.003086367999399784
Anthos Capital,0.005763688760806916,0.004183456633024356,0.020277274881408656,0.19852575988989518,0.0015237519878077727
Propel Venture Partners,0.002881844380403458,0.0,0.00868811950137822,0.1731720930990556,0.0007205331903850443
Shanghai Electric Group,0.002881844380403458,0.0,0.01746502942134674,0.1964036245623709,0.0008252673990211728
Warmsun Holding,0.001440922190201729,0.0,0.00012381404806741323,0.1279941419561811,0.0007047145036771381
Nintendo,0.004322766570605187,0.0,0.00602055167061626,0.17292761484997457,0.001069673118647142
Green Pine Capital Partners,0.005763688760806916,0.000765200660770317,0.01078853809243245,0.18245838210337437,0.001483608104880626
Caffeinated Capital,0.005763688760806916,6.269090095038595e-05,0.030629443489080293,0.19714119182199355,0.0012389471150086363
Naspers,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Ajinomoto,0.001440922190201729,0.0,1.5838087838964918e-20,0.001440922190201729,0.0014749262536873158
CommerzVentures,0.002881844380403458,0.0,0.0013651333849989775,0.152477668695517,0.000919501201235282
Vostok New Ventures,0.005763688760806916,0.00833364522125329,0.00237280465975641,0.15956195464880416,0.001808505910033413
Visa,0.002881844380403458,0.0,0.006971612731515968,0.17557151531590823,0.0008313306560679093
V FUND,0.002881844380403458,0.0,0.009549163725625701,0.18227737180366863,0.0007982754543478476
MassVentures,0.002881844380403458,0.0,0.018572069972287372,0.18806099363162537,0.0006797315816476367
Sunstone Capital,0.002881844380403458,0.0,0.004441250551149714,0.1649332053663357,0.000840260078209429
K9 Ventures,0.002881844380403458,0.0,0.014011503833345365,0.18815728702314183,0.0007773207120454224
Blackrock,0.011527377521613832,0.006899961099077276,0.0364822082894787,0.21552561968105335,0.002614669642741413
Vcanbio,0.001440922190201729,0.0,0.003187959789873094,0.16810209586285269,0.0005086727357820301
R-Z Capital,0.002881844380403458,0.0,0.0020686317415151197,0.15072648956365708,0.0008404885770104597
Maveron,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Madrona Venture Group,0.002881844380403458,0.0,0.01575896345208991,0.191291609347317,0.0007610251265100475
EQT Partners,0.0,0.0,1.8880471991258762e-27,0.0,0.0002212389380530974
Bloomberg Beta,0.005763688760806916,0.0006807157498030114,0.013880760062309925,0.19049827970772212,0.0013252593819100317
Eniac Ventures,0.002881844380403458,0.0,0.023705241243125424,0.1954633944447851,0.0007449316653028061
Cox Automotive,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Amadeus Capital Partners,0.002881844380403458,0.0,0.0018760491485475936,0.16471142158502733,0.0008038719276196324
Qiming Venture Partners,0.017291066282420747,0.01208002757338059,0.05330049338160939,0.2325766971874658,0.0037757036304685502
EXOR Seeds,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
TAL Education Group,0.002881844380403458,0.0,0.005541261314702967,0.17838406871659998,0.0008744778013103603
Investment Corporation of Dubai,0.001440922190201729,0.0,1.5838087838964918e-20,0.001440922190201729,0.0014749262536873158
Fidelity Investments,0.002881844380403458,0.0,0.0017057750982463857,0.15518208680582601,0.0010177279376250288
VentureHealth,0.002881844380403458,0.0,0.019470012612568,0.1950483978536072,0.0007955822571107992
