,Company,Degree Centrality,Betweenness Centrality,Eigen Centrality,Closeness Centrality,Page Rank,Valuation ($B) ,Date Added,Country,Category,Select Investors,Valuation($B) flaot,DateTime Joined
249,Wacai,0.012012012012012012,1.6884723915213242e-05,0.0010390114965070378,0.2939468665746038,0.0006034581964655664,$1.00 ,2018/7/18,China,Mobile & telecommunications,"['Qiming Venture Partners', ' China Broadband Capital', ' CDH Investments']",1.0,2018-07-18
250,HuJiang,0.004004004004004004,0.0,0.00013060007923075843,0.24668129078542553,0.00036249660203900374,$1.00 ,2015/10/29,China,Edtech,"['China Minsheng Investment', ' Baidu', ' Wanxin Media']",1.0,2015-10-29
251,Miaoshou Doctor,0.07407407407407407,0.0044481013439787295,0.011388815956887698,0.3465638616241026,0.0023264790692536586,$4.25 ,2019/6/27,China,E-commerce & direct-to-consumer,"['Sequoia Capital China', ' Qiming Venture Partners', ' Tencent Holdings']",4.25,2019-06-27
252,Sysdig,0.0980980980980981,0.004447664759317526,0.1230072209405529,0.39288508020215335,0.0025338199555026593,$2.50 ,2021/4/28,United States,Cybersecurity,"['Accel', ' Bain Capital Ventures', ' Insight Partners']",2.5,2021-04-28
253,OYO Rooms,0.05405405405405406,0.0019803253254731855,0.022279983213365332,0.3467130496833467,0.001610630874989129,$9.60 ,2018/9/25,India,Travel,"['SoftBank Group', ' Sequoia Capital India', 'Lightspeed India Partners']",9.6,2018-09-25
254,Dialpad,0.06406406406406406,0.0018387266535810742,0.03767541592203327,0.3631264266972112,0.001795506014287932,$2.20 ,2020/10/6,United States,Internet software & services,"['Andreessen Horowitz', ' Google Ventures', ' Section 32']",2.2,2020-10-06
255,BlockDaemon,0.005005005005005005,0.00022831819397322993,0.0018911913982163368,0.27404369323389394,0.00041119020059404157,$3.25 ,2021/9/21,United States,Fintech,"['BOLDstart Ventures', ' Lerer Hippeau', ' Kenetic Capital']",3.25,2021-09-21
256,GOAT,0.007007007007007007,0.00012481632172000177,0.0007167090657186553,0.2800467365835933,0.00046482689053532506,$3.70 ,2020/9/23,United States,E-commerce & direct-to-consumer,"['Upfront Ventures', ' Webb Investment Network', ' D1 Capital Partners']",3.7,2020-09-23
257,Jusfoun Big Data,0.02102102102102102,0.0,0.0023474203066574688,0.30624122221080396,0.000823745161966464,$1.62 ,2018/7/9,China,Data management & analytics,"['Boxin Capital', ' DT Capital Partners', ' IDG Capital']",1.62,2018-07-09
258,Remote,0.0970970970970971,0.005782833716366361,0.0584395975179944,0.38721846846846847,0.002622411853901262,$1.00 ,2021/7/13,United States,Fintech,"['Index Ventures', ' Sequoia Capital', ' General Catalyst']",1.0,2021-07-13
259,PointClickCare,0.002002002002002002,0.0,0.00016768961124998064,0.2593927260593927,0.00024965583512793804,$4.00 ,2021/1/7,Canada,Internet software & services,"['Dragoneer Investment Group', ' Hellman & Friedman', ' JMI Equity']",4.0,2021-01-07
260,Outreach,0.011011011011011011,0.001419686084367549,0.001407824968807863,0.2861152449074296,0.0007569421059007292,$4.40 ,2019/4/16,United States,Internet software & services,"['Mayfield Fund', ' M12', ' Trinity Ventures']",4.4,2019-04-16
261,Verkada,0.04504504504504504,0.002557133224139464,0.03597076843602138,0.3543398215637547,0.0013652683381477494,$1.60 ,2020/1/29,United States,Cybersecurity,"['next47', ' First Round Capital', ' Sequoia Capital']",1.6,2020-01-29
262,Lunar,0.0,0.0,1.6061929090069338e-59,0.0,0.0001624255549540131,$1.00 ,2021/7/12,Denmark,Fintech,"['SEED Capital', ' Greyhound Capital', ' Socii Capital']",1.0,2021-07-12
263,Maimai,0.028028028028028028,0.0009013090433712325,0.004500118051769752,0.3290091562150385,0.0010593474081027749,$1.00 ,2017/11/15,China,Mobile & telecommunications,"['Morningside Venture Capital', ' IDG Capital', ' DCM Ventures']",1.0,2017-11-15
264,Devo,0.06006006006006006,0.003118784688395123,0.036094777918906785,0.36962570647747334,0.0018054421005766303,$1.50 ,2021/10/26,United States,Data management & analytics,"['Insight Partners', ' Kibo Ventures', ' Bessemer Venture Partners']",1.5,2021-10-26
265,Via,0.008008008008008008,0.0005588647865169482,0.0017565889930216826,0.27237552060007253,0.0006525227386257545,$3.30 ,2020/3/30,United States,Auto & transportation,"['83North', ' RiverPark Ventures', ' Pitango Venture Capital']",3.3,2020-03-30
266,ApplyBoard,0.002002002002002002,4.0666609474065515e-06,0.0017056483918688257,0.2721914208903057,0.00022108600667422135,$3.00 ,2020/5/5,Canada,Edtech,"['Artiman Ventures', ' Plug and Play Ventures', ' Anthos Capital']",3.0,2020-05-05
267,Turing,0.009009009009009009,0.00011368902352599237,0.0037781318919573054,0.3032433789210897,0.0004753050581152799,$1.10 ,2021/12/20,United States,Internet software & services,"['Foundation Capital', ' Frontier Ventures', ' AltaIR Capital']",1.1,2021-12-20
268,Redwood Materials,0.001001001001001001,0.0,6.898546015251884e-50,0.001001001001001001,0.001082837033026526,$3.70 ,2021/7/28,United States,Other,"['Breakthrough Energy Ventures', ' Capricorn Investment Group', ' Valor Equity Partners']",3.7,2021-07-28
269,Mux,0.0960960960960961,0.004614217241225663,0.11721599724785998,0.39173852841168016,0.002414373309716296,$1.00 ,2021/4/30,United States,Internet software & services,"['Accel', ' Cobalt Capital', ' Andreessen Horowitz']",1.0,2021-04-30
270,Phenom People,0.002002002002002002,0.0,4.925423031956837e-05,0.23110887070714903,0.0003237262118981471,$1.40 ,2021/4/7,United States,Internet software & services,"['Sierra Ventures', ' AXA Venture Partners', ' Sigma Prime Ventures']",1.4,2021-04-07
271,Firebolt,0.02702702702702703,0.0011841307302653502,0.005094022324407761,0.3202442999659699,0.0011209813476607388,$1.40 ,2022/1/26,Israel,Data management & analytics,"['TLV Partners', ' Zeev Ventures', ' Bessemer Venture Partners']",1.4,2022-01-26
272,Thought Machine,0.0,0.0,1.6061929090069338e-59,0.0,0.0001624255549540131,$1.00 ,2021/11/29,United Kingdom,Fintech,"['British Patient Capital', ' SEB Venture Capital', ' IQ Capital']",1.0,2021-11-29
273,Lightricks,0.056056056056056056,0.005489174506391667,0.03416931258746786,0.37724328544000674,0.0017897912247686859,$1.80 ,2019/7/31,Israel,Artificial intelligence,"['Viola Ventures', ' Insight Partners', ' ClalTech', ' Goldman Sachs']",1.8,2019-07-31
274,HuiMin,0.0,0.0,1.6061929090069338e-59,0.0,0.0001624255549540131,$2.00 ,2016/9/5,China,E-commerce & direct-to-consumer,"['Zheshang Venture Capital', ' GP Capital', ' Western Capital Management']",2.0,2016-09-05
275,SeekOut,0.050050050050050046,0.004199816685106602,0.0462914956493978,0.3713298360601265,0.0016140605777107317,$1.20 ,2022/1/12,United States,Internet software & services,"['Mayfield', ' Madrona Venture Group', ' Tiger Global Management']",1.2,2022-01-12
276,Sourcegraph,0.04904904904904905,0.0019035385392379102,0.03366169589929508,0.3641113989215255,0.001471819341330917,$2.62 ,2021/7/13,United States,Internet software & services,"['Redpoint Ventures', ' Goldcrest Capital', ' Insight Partners']",2.62,2021-07-13
277,Kuaigou Dache,0.04504504504504504,0.0,0.008318119533042904,0.32371961994148485,0.0013476070242681674,$1.00 ,2018/7/13,China,"Supply chain, logistics, & delivery","['Sequoia Capital China', ' InnoVision Capital', ' Qianhai Fund of Funds']",1.0,2018-07-13
278,Weee!,0.004004004004004004,4.5508105657929744e-05,0.00012547585495433796,0.26006277507730524,0.00036604374626009975,$2.80 ,2021/3/16,United States,"Supply chain, logistics, & delivery","['Goodwater Capital', ' iFly', ' XVC Venture Capital']",2.8,2021-03-16
279,Xingsheng Selected,0.07107107107107107,0.005126542129421898,0.011738314826342524,0.3396939748690065,0.002292246014320465,$8.00 ,2020/7/22,China,E-commerce & direct-to-consumer,"['KKR', ' Tencent Holdings', ' Sequoia Capital China']",8.0,2020-07-22
280,National Stock Exchange of India,0.03403403403403403,0.002474522797740846,0.013725710095847367,0.3336430879927152,0.0011997645221997991,$6.50 ,2020/7/1,India,Fintech,"['TA Associates', ' SoftBank Group', ' GS Growth']",6.5,2020-07-01
281,Persona,0.06306306306306306,0.005289897298453818,0.025081342398075884,0.381351521976522,0.0019369152685897715,$1.50 ,2021/9/15,United States,Cybersecurity,"['Coatue Management', ' Index Ventures', ' Founders Fund']",1.5,2021-09-15
282,JimuBox,0.017017017017017015,0.0005780926590504462,0.0017984449010305626,0.28909347251055795,0.0009308072174534739,$1.00 ,2015/4/21,China,Fintech,"['Matrix Partners China', ' Ventech China', ' Shunwei Capital Partners']",1.0,2015-04-21
283,Magic Leap,0.05305305305305305,0.004914919681569577,0.029435154769594123,0.3621467690712295,0.0016212725024362636,$2.00 ,2014/10/21,United States,Hardware,"['Obvious Ventures', ' Qualcomm Ventures', ' Andreessen Horowitz']",2.0,2014-10-21
284,MOLOCO,0.0,0.0,1.6061929090069338e-59,0.0,0.0001624255549540131,$1.50 ,2021/4/29,United States,Artificial intelligence,"['Smilegate Investment', ' DSC Investments', ' KTB Ventures']",1.5,2021-04-29
285,Clari,0.04804804804804805,0.0007930946061593453,0.03906352817827136,0.35574841626078374,0.0013571953226282905,$2.60 ,2021/3/3,United States,Internet software & services,"['Sequoia Capital', ' Bain Capital Ventures', ' enaya Capital']",2.6,2021-03-03
286,Deliverect,0.003003003003003003,0.0,2.144017671555881e-05,0.2072605286707191,0.00047440958392186915,$1.40 ,2022/1/24,Belgium,Fintech,"['Newion Partners', ' SmartFin Capital', ' OMERS Ventures']",1.4,2022-01-24
287,ezCater,0.011011011011011011,0.0003023052073062864,0.001868391237498611,0.2976402122743586,0.0006305357493328518,$1.60 ,2019/4/2,United States,"Supply chain, logistics, & delivery","['Insight Venture Partners', ' ICONIQ Capital', ' Launchpad Venture Group']",1.6,2019-04-02
288,YugaByte,0.03303303303303303,0.0009131438045788577,0.008046696753724127,0.3441941941941942,0.0011446773829932172,$1.30 ,2021/10/28,United States,Data management & analytics,"['Lightspeed Venture Partners', ' Dell Technologies Capital', ' Wipro Ventures']",1.3,2021-10-28
289,Course Hero,0.001001001001001001,0.0,2.9281990596649423e-05,0.2059883412824589,0.00025520216544108916,$3.60 ,2020/2/12,United States,Edtech,"['NewView Capital', ' Maveron', ' Ridge Ventures']",3.6,2020-02-12
290,Betterment,0.028028028028028028,0.0010867494082298095,0.006507676647922644,0.3286064522294633,0.0010865400122342303,$1.30 ,2021/9/29,United States,Fintech,"['Bessemer Venture Partners', ' Menlo Ventures', ' Anthermis']",1.3,2021-09-29
291,C6 Bank,0.0,0.0,1.6061929090069338e-59,0.0,0.0001624255549540131,$5.05 ,2020/12/2,Brazil,Fintech,['Credit Suisse'],5.05,2020-12-02
292,Merama,0.012012012012012012,0.001005588618145327,0.0015107158637298502,0.2922403535611083,0.0009018349456490645,$1.20 ,2021/12/9,Mexico,E-commerce & direct-to-consumer,"['SoftBank Latin America Fund', ' Advent International', ' Balderton Capital']",1.2,2021-12-09
293,Ripple,0.050050050050050046,0.006997356451371702,0.00971992479546931,0.3541839993027328,0.0016563069762398376,$15.00 ,2019/12/20,United States,Fintech,"['IDG Capital', ' Venture51', ' Lightspeed Venture Partners']",15.0,2019-12-20
294,HomeLight,0.017017017017017015,0.0008752272095900058,0.0030913657559070965,0.3001917310527076,0.0008752615656334729,$1.60 ,2021/9/2,United States,Fintech,"['Zeev Ventures', ' Menlo Ventures', 'Crosslink Capital']",1.6,2021-09-02
295,Moglix,0.057057057057057055,0.00015726676807375258,0.09749334584346686,0.35653581868721307,0.0014514977518399377,$2.60 ,2021/5/17,Singapore,E-commerce & direct-to-consumer,"['Jungle Ventures', ' Accel', ' Venture Highway']",2.6,2021-05-17
296,Clio,0.012012012012012012,0.00021419740818618045,0.007600278194183665,0.29277150651196454,0.000585449068274546,$1.60 ,2021/4/27,Canada,Internet software & services,"['OMERS Private Equity', ' T. Rowe Price', ' Technology Crossover Ventures']",1.6,2021-04-27
297,Pleo,0.005005005005005005,0.00025325902183825975,0.0019107891046501642,0.2759213478637939,0.0004849437197885528,$4.70 ,2021/7/6,Denmark,Fintech,"['Creandum', ' Founders', ' Kinnevik']",4.7,2021-07-06
298,Flipboard,0.062062062062062065,0.004345553503972063,0.03856497991315692,0.38610470489665116,0.0018101399408876643,$1.32 ,2015/7/22,United States,Internet software & services,"['Kleiner Perkins Caufield & Byers', ' Comcast Ventures', ' Insight Partners']",1.32,2015-07-22
299,YH Global,0.0,0.0,1.6061929090069338e-59,0.0,0.0001624255549540131,$1.00 ,2017/9/21,China,"Supply chain, logistics, & delivery","['Co-Energy Finance', ' Grandland']",1.0,2017-09-21
300,PandaDoc,0.009009009009009009,0.0010914918258609588,0.0013756902774179369,0.2856079483739058,0.0006117763180401236,$1.00 ,2021/9/22,United States,Internet software & services,"['Rembrandt Venture Partners', ' M12', ' Altos Ventures']",1.0,2021-09-22
301,Ajaib,0.002002002002002002,0.0,0.0001960787004724879,0.23927938633820986,0.0003433213486965008,$1.00 ,2021/10/4,Indonesia,Fintech,"['Softbank Ventures Asia', ' Alpha JWC Ventures', ' Insignia Ventures Partners']",1.0,2021-10-04
302,Spring Health,0.002002002002002002,0.0,9.80984174570793e-06,0.1998546934030805,0.000484002652606395,$2.00 ,2021/9/16,United States,Health,"['Rethink Impact', ' Work-Bench', ' RRE Ventures']",2.0,2021-09-16
303,Devoted Health,0.050050050050050046,0.001294260170267345,0.0258341797892811,0.3611723831454773,0.0014845060847705346,$12.60 ,2018/10/16,United States,Health,"['Andreessen Horowitz', ' F-Prime Capital', ' Venrock']",12.6,2018-10-16
304,Webflow,0.06506506506506507,0.0021432597021542963,0.09953237059584986,0.36230967809915177,0.0017388738705052904,$2.10 ,2021/1/13,United States,Internet software & services,"['Accel', ' Silversmith Capital Partners', ' capitalG']",2.1,2021-01-13
305,Extend,0.005005005005005005,9.852230792035195e-06,0.003927409893515459,0.29775024562455243,0.00029208862639332683,$1.60 ,2021/5/18,United States,Fintech,"['GreatPoint Ventures', ' Meritech Capital Partners', ' PayPal Ventures']",1.6,2021-05-18
306,Amount,0.004004004004004004,0.0004085550373056396,6.84208602654582e-05,0.23190740409283453,0.0006828996537975706,$1.00 ,2021/5/17,United States,Fintech,"['Invus Group', ' Hanaco Venture Capital', ' WestCap Group']",1.0,2021-05-17
307,OCSiAl,0.0,0.0,1.6061929090069338e-59,0.0,0.0001624255549540131,$2.00 ,2019/3/4,Luxembourg,Other,"['A&NN', ' Rusnano']",2.0,2019-03-04
308,Aircall,0.007007007007007007,0.00017629340283319042,0.0011748133094602717,0.28280000506124103,0.0006370654090658767,$1.00 ,2021/6/23,United States,Internet software & services,"['Balderton Capital', ' Next World Capital', ' Draper Esprit']",1.0,2021-06-23
309,Heyday,0.04704704704704705,0.0009040864526412676,0.016681243856522046,0.35527764200018275,0.0014332575758479954,$1.00 ,2021/11/16,United States,E-commerce & direct-to-consumer,"['Khosla Ventures', 'General Catalyst', ' Victory Park Capital']",1.0,2021-11-16
310,Earnix,0.04004004004004004,0.0,0.03265741205666187,0.3520167895167895,0.0011646510891297251,$2.00 ,2021/2/21,Israel,Fintech,"['Jerusalem Venture Partners', ' Israel Growth Partners', ' Insight Partners']",2.0,2021-02-21
311,Rivigo,0.012012012012012012,0.00017125642241514938,0.0017955176422909476,0.2974203893701678,0.0006453402534246921,$1.07 ,2019/7/11,India,"Supply chain, logistics, & delivery","['SAIF Partners India', ' Warburg Pincus', ' Trifecta Capital Advisors']",1.07,2019-07-11
312,eDaili,0.003003003003003003,1.3473628792507857e-05,3.5899564425724986e-05,0.22887593475828769,0.0003205694920649985,$1.90 ,2019/2/1,China,E-commerce & direct-to-consumer,"['K2VC', ' Lightspeed China Partners', ' Sky9 Capital']",1.9,2019-02-01
313,AIWAYS,0.001001001001001001,0.0,4.1812208210748496e-07,0.17756049700494145,0.00040481676470083294,$1.78 ,2018/4/16,China,Auto & transportation,"['Jiangsu Sha Steel Group', ' Shanghai Puyin Industry', ' Funa Yuanchuang Technology']",1.78,2018-04-16
314,Royole Corporation,0.001001001001001001,0.0,2.4601940991412445e-06,0.18866582675437207,0.00031054418239111187,$6.00 ,2015/8/18,China,Hardware,"['Warmsun Holding', ' IDG Capital Partners']",6.0,2015-08-18
315,Zenoti,0.10810810810810811,0.00695677266075539,0.13455124051580822,0.4063644875955673,0.0027863050819641856,$1.50 ,2020/12/15,United States,Internet software & services,"['Norwest Venture Partners', ' Accel', ' Tiger Global Management']",1.5,2020-12-15
316,Komodo Health,0.04704704704704705,0.0007564694679126991,0.024754748293400856,0.3543398215637547,0.0013605345420158415,$3.30 ,2020/5/22,United States,Health,"['Andreessen Horowitz', ' IA Ventures', ' Felicis Ventures']",3.3,2020-05-22
317,Lenskart,0.004004004004004004,5.799341312472838e-06,0.002587003104414718,0.2819091405020701,0.0002678391994409715,$2.50 ,2019/12/20,India,E-commerce & direct-to-consumer,"['Chiratae Ventures', ' PremjiInvest', ' Softbank']",2.5,2019-12-20
318,Harry's Razor Company,0.06806806806806806,0.006226626180770908,0.051361099380840214,0.3849973300260107,0.0020373783751559205,$1.70 ,2018/2/16,United States,Consumer & retail,"['Thrive Capital', ' Tiger Global Management', ' Temasek']",1.7,2018-02-16
319,WeLab,0.04504504504504504,0.0,0.008318119533042904,0.32371961994148485,0.0013476070242681674,$1.00 ,2017/11/8,Hong Kong,Fintech,"['Sequoia Capital China', ' ING', ' Alibaba Entrepreneurs Fund']",1.0,2017-11-08
320,Justworks,0.04804804804804805,0.0015224410530159306,0.024717637749042697,0.35309706901114174,0.0014975378743030347,$1.43 ,2020/1/28,United States,Internet software & services,"['Index Ventures', ' Thrive Capital', ' Bain Capital Ventures']",1.43,2020-01-28
321,InFarm,0.008008008008008008,0.0018182213920404904,0.003553276187839752,0.30199265632336497,0.0005213962227126259,$1.00 ,2021/12/16,Germany,Other,"['Atomico', ' Hanaco Venture Capital', ' TriplePoint Capital']",1.0,2021-12-16
322,Tezign,0.04804804804804805,0.0003898946276509661,0.008424246554295847,0.3247638767800058,0.0014681002182720857,$1.00 ,2021/11/2,China,Internet software & services,"['Sequoia Capital China', ' Linear Venture', ' Hearst Ventures']",1.0,2021-11-02
323,Density,0.01901901901901902,0.0006321126863520568,0.003214401454677001,0.31061103525430556,0.0008291798727411948,$1.05 ,2021/11/10,United States,Hardware,"['Founders Fund', ' Upfront Ventures', ' 01 Advisors']",1.05,2021-11-10
324,Keenon Robotics,0.03003003003003003,0.0,0.011965719786876638,0.32634295559741267,0.0009406550828641448,$1.00 ,2021/9/15,China,"Supply chain, logistics, & delivery","['Yunqi Partners', ' SoftBank Group', ' iVision Ventures']",1.0,2021-09-15
325,Loom,0.09109109109109109,0.0070341907222095205,0.05137251697213956,0.3896538047481444,0.0025000722963976728,$1.53 ,2021/5/20,United States,Internet software & services,"['Kleiner Perkins Caufield & Byers', ' Sequoia Capital', ' General Catalyst']",1.53,2021-05-20
326,SSENSE,0.04204204204204204,0.0,0.035867048229985043,0.35278774174963395,0.001162019564079073,$4.15 ,2021/6/8,Canada,E-commerce & direct-to-consumer,['Sequoia Capital'],4.15,2021-06-08
327,BeiBei,0.003003003003003003,0.0017980572422790192,0.0001523626052699543,0.23878280889843298,0.0005217871852042563,$1.00 ,2015/1/22,China,E-commerce & direct-to-consumer,"['Banyan Capital', ' New Horizon Capital', ' IDG Capital Partners']",1.0,2015-01-22
328,Carro,0.004004004004004004,0.0036699361327530524,0.00028193348508294056,0.25674670526439736,0.0006857411545413821,$1.00 ,2021/6/14,Singapore,E-commerce & direct-to-consumer,"['SingTel Innov8', ' Alpha JWC Ventures', ' Golden Gate Ventures']",1.0,2021-06-14
329,Clara,0.055055055055055056,0.0033560749854775105,0.020696714851875617,0.376186088002996,0.0016757843317427054,$1.00 ,2021/12/6,Mexico,Fintech,"['DST Global', ' General Catalyst', ' Monashees+']",1.0,2021-12-06
330,Konfio,0.011011011011011011,0.00046793317955297147,0.005054320971757867,0.31085079676357175,0.0005616743029831779,$1.30 ,2021/9/29,Mexico,Fintech,"['Kaszek Ventures', ' QED Investors', ' International Finance Corporation']",1.3,2021-09-29
331,1047 Games,0.004004004004004004,0.0001226089354172011,0.0005290619483802914,0.2703640196087326,0.00038287058987946764,$1.50 ,2021/9/14,United States,Internet software & services,"['VGames', ' Lakestar', ' Galaxy Interactive']",1.5,2021-09-14
332,Klarna,0.07607607607607608,0.005732125836772758,0.04747201827034108,0.37742006298707326,0.002150438091391229,$45.60 ,2011/12/12,Sweden,Fintech,"['Institutional Venture Partners', ' Sequoia Capital', ' General Atlantic']",45.6,2011-12-12
333,Argo AI,0.001001001001001001,0.0,4.0341021766671424e-05,0.23150744881127175,0.00020717805161386425,$7.25 ,2019/7/12,United States,Artificial intelligence,"['Volkswagen Group', ' Ford Autonomous Vehicles']",7.25,2019-07-12
334,Thumbtack,0.043043043043043044,0.0038303944753182986,0.03587624567760146,0.35340693919017746,0.001318186771733109,$3.20 ,2015/9/29,United States,E-commerce & direct-to-consumer,"['Tiger Global', ' Sequoia Capital', ' Google Capital']",3.2,2015-09-29
335,Uala,0.011011011011011011,0.0019612328192648285,0.003218912720721141,0.3032433789210897,0.0006375350125317384,$2.45 ,2021/8/13,Argentina,Fintech,"['Soros Fund Management', ' Ribbit Capital', ' Monashees+']",2.45,2021-08-13
336,Cybereason,0.04504504504504504,0.0024103169466098287,0.017628274985372745,0.3449312267299419,0.0014470864090394598,$2.44 ,2019/8/6,United States,Cybersecurity,"['SoftBank Group', ' CRV', ' Spark Capital']",2.44,2019-08-06
337,CarDekho,0.03203203203203203,0.0017974564639815275,0.012234450256332085,0.3287405773120059,0.0010922316605865992,$1.20 ,2021/10/13,India,E-commerce & direct-to-consumer,"['Sequoia Capital India', ' Hillhouse Capital Management', ' Sunley House Capital Management']",1.2,2021-10-13
338,Zhuan Zhuan,0.028028028028028028,3.138976129172148e-05,0.004349041927951517,0.3116928848352997,0.000972406130544158,$1.00 ,2017/4/18,China,E-commerce & direct-to-consumer,"['58.com', ' Tencent Holdings']",1.0,2017-04-18
339,PLACE,0.003003003003003003,0.001797388570935665,3.425262641220463e-06,0.19852462765945633,0.0007870205811861429,$1.00 ,2021/11/17,United States,Internet software & services,"['Goldman Sachs Asset Management', ' 3L']",1.0,2021-11-17
340,Manner,0.023023023023023025,0.00266253632392846,0.007143550145135011,0.3479111941314965,0.0009154385345153578,$1.30 ,2020/12/24,China,Other,"['Coatue Management', ' H Capital', ' Capital Today']",1.3,2020-12-24
341,Qumulo,0.026026026026026026,0.010710868420390993,0.007190055253847462,0.3444886289197666,0.0012534658139048227,$1.20 ,2020/7/16,United States,Data management & analytics,"['Madrona Venture Group', ' Kleiner Perkins Caufield & Byers', ' Highland Capital Partners']",1.2,2020-07-16
342,Advance Intelligence Group,0.009009009009009009,0.00039272276527583806,0.0013722388168779915,0.28260154891733835,0.0005160274764823758,$2.00 ,2021/9/23,Singapore,Artificial intelligence,"['Vision Plus Capital', ' GSR Ventures', ' ZhenFund']",2.0,2021-09-23
343,Infra.Market,0.1041041041041041,0.005582588526025143,0.1345311859419412,0.4031103175247319,0.0026388121300419663,$2.50 ,2021/2/25,India,E-commerce & direct-to-consumer,"['Accel', ' Tiger Global Management', ' Nexus Venture Partners']",2.5,2021-02-25
344,Degreed,0.005005005005005005,4.054778761309565e-05,0.0017802801959610692,0.29341144423111637,0.0003603782925480926,$1.40 ,2021/4/13,United States,Edtech,"['Signal Peak Ventures', ' Owl Ventures', ' Jump Capital']",1.4,2021-04-13
345,BenevolentAI,0.0,0.0,1.6061929090069338e-59,0.0,0.0001624255549540131,$1.00 ,2015/6/2,United Kingdom,Artificial intelligence,['Woodford Investment Management'],1.0,2015-06-02
346,Lalamove,0.008008008008008008,3.083021275068822e-05,0.0012668447463474158,0.2788831074842155,0.0005279595713948724,$10.00 ,2019/2/21,Hong Kong,"Supply chain, logistics, & delivery","['MindWorks Ventures', ' Shunwei Capital Partners', ' Xiang He Capital']",10.0,2019-02-21
347,Mu Sigma,0.06706706706706707,0.0031937931279892623,0.04036398989765338,0.37287704371037705,0.001894530657109291,$1.50 ,2013/2/7,United States,Data management & analytics,"['Sequoia Capital', ' General Atlantic']",1.5,2013-02-07
348,Copado,0.04504504504504504,0.003528971501888159,0.0328194928104581,0.3541839993027328,0.0014720359909100081,$1.20 ,2021/9/13,Spain,Data management & analytics,"['Insight Partners', ' Salesforce Ventures', ' Perpetual Investors']",1.2,2021-09-13
349,Sennder,0.003003003003003003,0.0,0.0005243491348793761,0.2694594896000048,0.0003047550960037015,$1.10 ,2021/1/14,Germany,"Supply chain, logistics, & delivery","['Accelm Scania Growth Capital', ' Lakestar']",1.1,2021-01-14
350,Zhaogang,0.03203203203203203,0.0024096345968014255,0.003158507278023932,0.3122971750346702,0.0012822864810478063,$1.00 ,2017/6/29,China,E-commerce & direct-to-consumer,"['K2 Ventures', ' Matrix Partners China', ' IDG Capital']",1.0,2017-06-29
351,JoyTunes,0.04504504504504504,0.0012111829282721344,0.034537630812444715,0.3543398215637547,0.0013575244516841893,$1.00 ,2021/6/21,Israel,Edtech,"['Genesis Partners', ' Aleph', ' Insight Partners']",1.0,2021-06-21
352,Intellifusion,0.0,0.0,1.6061929090069338e-59,0.0,0.0001624255549540131,$1.00 ,2019/3/22,China,Artificial intelligence,"['BOC International', ' TopoScend Capital', ' Hongxiu VC']",1.0,2019-03-22
353,Forter,0.01001001001001001,0.0023087294537521156,0.0018236869148357828,0.2937324633167084,0.0006989884295654765,$3.00 ,2020/11/19,United States,Cybersecurity,"['Sequoia Capital Israel', ' Scale Venture Partners', ' Commerce Ventures']",3.0,2020-11-19
354,WEMAKEPRICE,0.0,0.0,1.6061929090069338e-59,0.0,0.0001624255549540131,$2.34 ,2015/9/9,South Korea,E-commerce & direct-to-consumer,"['IMM Investment', ' NXC']",2.34,2015-09-09
355,M1 Finance,0.009009009009009009,0.0003243271740836006,0.002384703527194904,0.29896600386578115,0.0005593375446759949,$1.45 ,2021/7/14,United States,Fintech,"['Left Lane Capital', ' Clocktower Technology Ventures', ' Jump Capital']",1.45,2021-07-14
356,Inari,0.001001001001001001,0.0,6.898546015251884e-50,0.001001001001001001,0.001082837033026526,$1.20 ,2021/5/12,United States,Other,"['Flagship Pioneering', ' Alexandria Venture Investments', ' Investment Corporation of Dubai']",1.2,2021-05-12
357,Changingedu,0.062062062062062065,0.0012112054253470743,0.009722102045351257,0.3382672887082799,0.0019093414849669576,$1.50 ,2017/10/30,China,Edtech,"['Trustbridge Partners', ' IDG Capital', ' Sequoia Capital China']",1.5,2017-10-30
358,SnapLogic,0.044044044044044044,0.0009662932830180786,0.02438450458814155,0.360687153790602,0.0012863748836724385,$1.00 ,2021/12/13,United States,Internet software & services,"['Andreessen Horowitz', ' Triangle Peak Partners', ' Ignition Partners']",1.0,2021-12-13
359,Preferred Networks,0.0,0.0,1.6061929090069338e-59,0.0,0.0001624255549540131,$2.00 ,2018/5/17,Japan,Artificial intelligence,"['Toyota Motor Corporation', ' Mizuho Financial Group', ' FANUC']",2.0,2018-05-17
360,TangoMe,0.02002002002002002,0.006006456152895703,0.00625311043426964,0.30485027040666707,0.0011733338464322612,$1.10 ,2014/3/20,United States,Mobile & telecommunications,"['Draper Fisher Jurtson', ' Qualcomm Ventures', ' Alibaba Group']",1.1,2014-03-20
361,Airbyte,0.06406406406406406,0.0009624255219443706,0.09974847506979442,0.3677691390020157,0.0016504488239426345,$1.50 ,2021/12/17,United States,Internet software & services,"['Accel', ' Benchmark', ' SV Angel']",1.5,2021-12-17
362,Mia.com,0.050050050050050046,0.00043923899614435586,0.009247516674621679,0.325288535708568,0.001524933662097133,$1.00 ,2015/9/8,China,E-commerce & direct-to-consumer,"['Sequoia Capital China', ' ZhenFund', ' K2 Ventures']",1.0,2015-09-08
