,Company,Degree Centrality,Betweenness Centrality,Eigen Centrality,Closeness Centrality,Page Rank,Valuation ($B) ,Date Added,Country,Category,Select Investors,Valuation($B) flaot,DateTime Joined
24,Veepee,0.006006006006006006,0.0,0.0036458104323747608,0.2779207779207779,0.0003885567282655199,$1.38 ,2007/7/20,France,E-commerce & direct-to-consumer,"['Summit Partners', ' Qatar Holding']",1.38,2007-07-20
25,Rokt,0.04704704704704705,0.0009318927419604371,0.04611839114596308,0.36626394470869233,0.0013791054687303315,$1.95 ,2021/12/16,United States,Internet software & services,"['Square Peg Capital', ' TDM Growth Partners', ' Tiger Global Management']",1.95,2021-12-16
26,ECARX,0.002002002002002002,0.0,0.0003237319852541987,0.2511426300013765,0.00021677706644882856,$3.31 ,2020/10/26,China,Auto & transportation,"['Geely', ' SIG Asia Investments', ' China State Capital Venture Capital Fund']",3.31,2020-10-26
27,Eightfold.ai,0.04704704704704705,0.003063849842545115,0.021685164179275834,0.3613344165161123,0.0015038416515864089,$2.10 ,2020/10/27,United States,Internet software & services,"['Foundation Capital', ' Institutional Venture Partners', ' General Catalyst']",2.1,2020-10-27
28,Infobip,0.0,0.0,1.6061929090069338e-59,0.0,0.0001624255549540131,$1.00 ,2020/7/30,Croatia,Mobile & telecommunications,['One Equity Partners'],1.0,2020-07-30
29,Xiaobing,0.002002002002002002,0.0,7.310704786315455e-05,0.24078158876365155,0.00034965185288005296,$1.00 ,2021/7/12,China,Fintech,"['NetEase Capital', ' Northern Light Venture Capital', ' Microsoft']",1.0,2021-07-12
30,Mammoth Biosciences,0.001001001001001001,0.0,0.0007467524606751683,0.26277794923798187,0.00018985377313918502,$1.00 ,2021/9/9,United States,Health,"['NFX', ' Plum Alley', ' Mayfield']",1.0,2021-09-09
31,Guild Education,0.03203203203203203,0.00133788706926671,0.0066026563344199155,0.32320000578427543,0.0012162307776057498,$3.75 ,2019/11/13,United States,Internet software & services,"['General Atlantic', ' Blackstone', ' ICONIQ Growth']",3.75,2019-11-13
32,Next Silicon,0.006006006006006006,7.88560875319568e-05,0.0024442818269602416,0.2816134316134316,0.0003890520248143801,$1.50 ,2021/6/14,Israel,Hardware,"['Amiti Ventures', ' Playground Global', ' Aleph']",1.5,2021-06-14
33,Everlaw,0.04904904904904905,0.0021744253347258506,0.025564667779767753,0.3649363001424623,0.0014718771746604531,$2.00 ,2021/11/2,United States,Internet software & services,"['K9 Ventures', ' Menlo Ventures', ' Andreessen Horowitz']",2.0,2021-11-02
34,wefox,0.009009009009009009,0.003135400534811021,0.0012066563653867638,0.2611590189411201,0.0008209106426930587,$1.65 ,2019/3/5,Germany,Fintech,"['Salesforce Ventures', ' Seedcamp', ' OMERS Ventures']",1.65,2019-03-05
35,WTOIP,0.001001001001001001,0.0,2.3906788164792145e-06,0.19158287688259143,0.00031315239615042954,$1.27 ,2018/4/8,China,Internet software & services,"['Dark Horse Technology Group', ' Hopu Investment Management', ' Kefa Capital']",1.27,2018-04-08
36,TechStyle Fashion Group,0.006006006006006006,0.0,0.0014022987317029055,0.297310599636181,0.0003590673997945839,$1.00 ,2014/8/29,United States,E-commerce & direct-to-consumer,"['Matrix Partners', ' Passport Capital', ' Rho Ventures']",1.0,2014-08-29
37,Assembly,0.008008008008008008,0.0018450237155064658,0.0005598091928281802,0.266781853068703,0.0007234526569469977,$1.00 ,2021/9/21,United States,Internet software & services,"['Advent International', ' PSG', ' Providence Equity Partners']",1.0,2021-09-21
38,Coocaa,0.031031031031031032,0.00197867278034301,0.004276256093554029,0.31205517799861077,0.0011862328767875945,$1.45 ,2018/3/16,China,Hardware,"['Baidu', ' Tencent Holdings']",1.45,2018-03-16
39,DriveNets,0.028028028028028028,0.0026571932629815996,0.0045809704335419065,0.3175924347059994,0.0012584683946230814,$1.00 ,2021/1/27,Israel,Internet software & services,"['Bessemer Venture Partners', ' Pitango Venture Capital', ' D1 Capital Partners']",1.0,2021-01-27
40,Star Charge,0.007007007007007007,0.0,0.0011126618682647496,0.2753553553553553,0.0004962513012126565,$2.41 ,2021/5/19,China,Auto & transportation,"['Shunwei Capital Partners', ' China Media Group', ' Guangzhou Huiyin Aofeng Equity Investment Fund']",2.41,2021-05-19
41,Airwallex,0.08208208208208208,0.007808221863552754,0.017306477198731633,0.3765378281507314,0.002451768923300562,$5.50 ,2019/3/25,Australia,Fintech,"['DST Global', ' Sequoia Capital China', ' Tencent Holdings']",5.5,2019-03-25
42,Kraken,0.001001001001001001,0.0,6.898546015251884e-50,0.001001001001001001,0.001082837033026526,$2.92 ,2019/6/25,United States,Fintech,"['Bnk To The Future', ' Trammell Ventures', ' SBI Investment']",2.92,2019-06-25
43,SonderMind,0.03203203203203203,0.0,0.013170105490162728,0.34302147121567905,0.0009948992381246375,$1.42 ,2021/7/28,United States,Health,"['Kickstart Fund', ' General Catalyst', ' Drive Capital']",1.42,2021-07-28
44,Offchain Labs,0.03403403403403403,0.0020643186584306293,0.008194022249765823,0.34084401794939245,0.0012587011645968588,$1.20 ,2021/8/31,United States,Internet software & services,"['Pantera Capital', ' Polychain Capital', ' Lightspeed Venture Partners']",1.2,2021-08-31
45,Transcarent,0.03303303303303303,0.001797388570935665,0.013173479407584631,0.3431676243776798,0.0011548856185067164,$1.62 ,2022/1/11,United States,Health,"['Alta Partners', ' General Catalyst', ' Jove Equity Partners']",1.62,2022-01-11
46,Mofang Living,0.012012012012012012,0.0035907651138112062,0.0016055162561027226,0.293304593741593,0.0008464778046472953,$1.50 ,2016/4/13,China,E-commerce & direct-to-consumer,"['Warburg Pincus', ' Aviation Industry Corporation of China']",1.5,2016-04-13
47,Caris Life Sciences,0.001001001001001001,0.0,0.00010385024189541688,0.2504398054771189,0.00019777893498163147,$7.83 ,2021/5/17,United States,Health,"['Sixth Street Partners', ' OrbiMed Advisors', ' Highland Capital Management']",7.83,2021-05-17
48,Carousell,0.002002002002002002,0.001797388570935665,4.549256899568586e-06,0.19980511397033351,0.0007030161027750917,$1.10 ,2021/9/15,Singapore,E-commerce & direct-to-consumer,"['500 Global', ' Rakuten Ventures', ' Golden Gate Ventures']",1.1,2021-09-15
49,Vuori,0.04204204204204204,0.0013854817503263742,0.0183347702667329,0.343753484598555,0.0013101385127672269,$4.00 ,2021/10/13,United States,E-commerce & direct-to-consumer,"['SoftBank Group', ' Norwest Venture Partners']",4.0,2021-10-13
50,Dadi Cinema,0.0,0.0,1.6061929090069338e-59,0.0,0.0001624255549540131,$3.24 ,2016/5/11,China,Other,['Alibaba Pictures Group'],3.24,2016-05-11
51,YunQuNa,0.031031031031031032,0.002987812963907963,0.009547314334159238,0.3480615446907582,0.0011036312593448296,$1.50 ,2021/6/29,China,"Supply chain, logistics, & delivery","['Source Code Capital', ' Coatue Management', ' DCM Ventures']",1.5,2021-06-29
52,IRL,0.018018018018018018,0.0017626687270609286,0.0028499578415670636,0.31181355571599473,0.0008258013070621499,$1.17 ,2021/6/15,United States,Internet software & services,"['Goodwater Capital', ' Floodgate', ' Founders Fund']",1.17,2021-06-15
53,Meicai,0.05205205205205205,0.0024002784513303286,0.04669296655238217,0.36962570647747334,0.0014842622573730138,$2.80 ,2016/6/22,China,Mobile & telecommunications,"['Tiger Global Management', ' Blue Lake Capital', ' ZhenFund']",2.8,2016-06-22
54,Chime,0.007007007007007007,0.00022305318277286354,0.0015316221714717325,0.2907633265033987,0.00042316934495202694,$25.00 ,2019/3/5,United States,Fintech,"['Forerunner Ventures', ' Crosslink Capital', ' Homebrew']",25.0,2019-03-05
55,Hozon Auto,0.0,0.0,1.6061929090069338e-59,0.0,0.0001624255549540131,$2.74 ,2021/10/25,China,Auto & transportation,"['HD Capital', ' Qihoo 360 Technology', ' China Fortune Land Development']",2.74,2021-10-25
56,Momenta,0.06406406406406406,0.000994877744599265,0.01084630511811937,0.33657100476991825,0.0019237510375181227,$1.00 ,2018/10/17,China,Artificial intelligence,"['Sinovation Ventures', ' Tencent Holdings', ' Sequoia Capital China']",1.0,2018-10-17
57,Kendra Scott,0.012012012012012012,0.0,0.006660117382742737,0.31073086975864755,0.0005213510292973962,$1.00 ,2016/12/21,United States,Consumer & retail,"['Berkshire Partners', ' Norwest Venture Partners']",1.0,2016-12-21
58,Automation Anywhere,0.06106106106106106,0.010262258638501309,0.015263773386464962,0.37565970821567835,0.002027362290284288,$6.80 ,2018/7/2,United States,Artificial intelligence,"['General Atlantic', ' Goldman Sachs', ' New Enterprise Associates']",6.8,2018-07-02
59,Flink,0.008008008008008008,0.0005493683683426555,0.003274398207805096,0.30358628511662816,0.0005328951531203141,$2.85 ,2021/12/1,Germany,E-commerce & direct-to-consumer,"['Mubadala Capital', ' Bond', ' Prosus Ventures']",2.85,2021-12-01
60,PolicyBazaar,0.0,0.0,1.6061929090069338e-59,0.0,0.0001624255549540131,$2.40 ,2019/5/6,India,Fintech,"['Info Edge', ' Softbank Capital']",2.4,2019-05-06
61,Kajabi,0.04904904904904905,0.0007401932465933133,0.047806816335798294,0.3676012845341919,0.0014067169903515047,$2.00 ,2021/5/4,United States,Internet software & services,"['Meritech Capital Partners', ' Tiger Global Management', ' Spectrum Equity']",2.0,2021-05-04
62,GlobalBees,0.03303303303303303,0.000474066777947859,0.01363936379138236,0.3290091562150385,0.0010523419439864704,$1.10 ,2021/12/28,India,E-commerce & direct-to-consumer,"['Chiratae Ventures', ' SoftBank Group', ' Trifecta Capital']",1.1,2021-12-28
63,OutSystems,0.008008008008008008,0.0,0.0011595719367370446,0.2854055331022021,0.0005360401684057433,$9.50 ,2018/6/5,United States,Internet software & services,"['KKR', ' ES Ventures', ' North Bridge Growth Equity']",9.5,2018-06-05
64,Strava,0.04504504504504504,0.0003944033317797881,0.03671991626673667,0.3570099354673823,0.0012518273298023571,$1.50 ,2020/11/16,United States,Internet software & services,"['Jackson Square Ventures', ' Madrone Capital Partners', ' Sequoia Capital']",1.5,2020-11-16
65,Innovaccer,0.035035035035035036,0.002630196495419807,0.008106117790952971,0.3412772942433959,0.0013149020408281262,$3.20 ,2021/2/19,United States,Health,"['M12', ' WestBridge Capital', ' Lightspeed Venture Partners']",3.2,2021-02-19
66,MUSINSA,0.04204204204204204,0.0,0.035867048229985043,0.35278774174963395,0.001162019564079073,$2.20 ,2019/11/11,South Korea,E-commerce & direct-to-consumer,['Sequoia Capital'],2.2,2019-11-11
67,Aprogen,0.0,0.0,1.6061929090069338e-59,0.0,0.0001624255549540131,$1.04 ,2019/5/31,South Korea,Health,"['Lindeman Asia Investment', ' Nichi-Iko Pharmaceutical']",1.04,2019-05-31
68,Razorpay,0.06706706706706707,0.0015420033798359584,0.052736429342057044,0.37218780703069054,0.0018831409726991983,$7.50 ,2020/10/11,India,Fintech,"['Sequoia Capital India', ' Tiger Global Management', ' Matrix Partners India']",7.5,2020-10-11
69,Sidecar Health,0.05405405405405406,0.002577006136276458,0.04693551521039355,0.37724328544000674,0.0016071360045573696,$1.00 ,2021/1/26,United States,Fintech,"['GreatPoint Ventures', ' Tiger Global Management', ' Menlo Ventures']",1.0,2021-01-26
70,Vox Media,0.03303303303303303,0.0007559764594856171,0.008973068737102038,0.32621077943070653,0.0011164935870831727,$1.00 ,2015/8/12,United States,Internet software & services,"['Accel Partners', ' Comcast Ventures', ' General Atlantic']",1.0,2015-08-12
71,DistroKid,0.044044044044044044,0.0005044398100153027,0.03519326216918265,0.35449578099225987,0.001295028328371641,$1.30 ,2021/8/16,United States,Internet software & services,"['Insight Partners', ' Silversmith Capital Partners', ' Spotify']",1.3,2021-08-16
72,HAYDON,0.03303303303303303,0.00039319231650288206,0.0048328856397913435,0.31375707612559967,0.0011503736922558478,$1.00 ,2021/9/24,China,Consumer & retail,"['Tencent Holdings', ' Hillhouse Capital Management']",1.0,2021-09-24
73,Assent Compliance,0.012012012012012012,0.001797388570935665,0.0016055161488991638,0.2931978210463831,0.0007937899289110495,$1.00 ,2022/1/6,Canada,"Supply chain, logistics, & delivery","['Vista Equity Partners', ' Warburg Pincus', ' First Ascent Ventures']",1.0,2022-01-06
74,56PINGTAI,0.001001001001001001,0.0,6.898546015251884e-50,0.001001001001001001,0.001082837033026526,$1.08 ,2021/1/25,China,"Supply chain, logistics, & delivery","['QF Capital', ' QC Capital', ' Unicom Innovation Venture Capital']",1.08,2021-01-25
75,Age of Learning,0.0,0.0,1.6061929090069338e-59,0.0,0.0001624255549540131,$3.00 ,2016/5/3,United States,Edtech,['Iconiq Capital'],3.0,2016-05-03
76,Pagaya,0.003003003003003003,0.0,0.0006008787490767376,0.2560936134863003,0.0004162570084519851,$2.00 ,2020/6/17,Israel,Fintech,"['Oak HC/FT Partners', ' GF Investments', ' Harvey Golub Family Office']",2.0,2020-06-17
77,Alan,0.037037037037037035,0.0020368488332678882,0.018501791401528245,0.3514024495699888,0.0012599824940288061,$1.68 ,2021/4/19,France,Fintech,"['Index Ventures', ' Temasek', ' Portag3 Ventures']",1.68,2021-04-19
78,MindTickle,0.06706706706706707,0.005174756338795864,0.0988428236963278,0.3715011136597852,0.001894254692475338,$1.20 ,2021/8/3,United States,Internet software & services,"['Qualcomm Ventures', ' Accel', ' Canaan Partners']",1.2,2021-08-03
79,Gem,0.07107107107107107,0.0026698383851115324,0.10166172607606218,0.373222620210572,0.0018666531251593209,$1.20 ,2021/9/28,United States,Internet software & services,"['Accel', ' Greylock Partners', ' Meritech Capital Partners']",1.2,2021-09-28
80,Branch,0.02102102102102102,0.00031969716315563226,0.007383203220411171,0.3311736901375059,0.0007926905026575021,$1.00 ,2018/9/10,United States,Mobile & telecommunications,"['New Enterprise Associates', ' Pear', ' Cowboy Ventures']",1.0,2018-09-10
81,Iterable,0.037037037037037035,0.002244206155217309,0.020000888246354088,0.3433139021374315,0.001302660115931771,$2.00 ,2021/6/15,United States,Internet software & services,"['CRV', ' Blue Cloud Ventures', ' Index Ventures']",2.0,2021-06-15
82,United Imaging Healthcare,0.0,0.0,1.6061929090069338e-59,0.0,0.0001624255549540131,$5.00 ,2017/9/15,China,Health,"['China Life Insurance', ' China Development Bank Capital', ' CITIC Securities International']",5.0,2017-09-15
83,Pendo,0.013013013013013013,0.0,0.002990890129850619,0.3068245388245388,0.000595704273695705,$2.60 ,2019/10/17,United States,Internet software & services,"['Contour Venture Partners', ' Battery Ventures', ' Core Capital Partners']",2.6,2019-10-17
84,Forte Labs,0.058058058058058054,0.0026943977121810466,0.09735016767246632,0.3566937176326016,0.0016539466673140962,$1.00 ,2021/5/12,United States,Fintech,"['Iris Capital', ' Accel', ' Elaia Partners']",1.0,2021-05-12
85,Chipone,0.001001001001001001,0.0,6.898546015251884e-50,0.001001001001001001,0.001082837033026526,$4.73 ,2021/12/20,China,Hardware,"['China Grand Prosperity Investment', ' Silk Road Huacheng', ' Oriza Equity Investment']",4.73,2021-12-20
86,Wave,0.018018018018018018,0.00017152346321802652,0.0032698676370462583,0.3121761296179901,0.0007211825059548972,$1.70 ,2021/9/7,Senegal,Fintech,"['Stripe', ' Founders Fund', ' Partech Partners']",1.7,2021-09-07
87,AppsFlyer,0.004004004004004004,0.0,0.0001247716384613778,0.2512993492712682,0.00038898809965091924,$2.00 ,2020/1/21,United States,Mobile & telecommunications,"['Magma Venture Partners', ' Pitango Venture Capital', ' Qumra Capital']",2.0,2020-01-21
88,Alto Pharmacy,0.013013013013013013,0.0002562007240440104,0.005766281068147856,0.31709228913953325,0.0005861427522950523,$1.00 ,2020/1/30,United States,Health,"['Jackson Square Ventures', ' Greenoaks Capital Management', ' Softbank Group']",1.0,2020-01-30
89,Convoy,0.035035035035035036,0.0013732672369970605,0.024110048643551762,0.35309706901114174,0.0011262141590503612,$2.75 ,2018/9/21,United States,"Supply chain, logistics, & delivery","['Greylock Partners', ' capitalG', ' Y Combinator']",2.75,2018-09-21
90,Thirty Madison,0.007007007007007007,0.0017973885709356655,0.0018153551944673758,0.2672244241587307,0.0007621802962529437,$1.00 ,2021/6/2,United States,Health,"['Northzone Ventures', ' Maveron', ' Johnson & Johnson Innovation']",1.0,2021-06-02
91,BrowserStack,0.09309309309309309,0.002980782434408591,0.12168273012961664,0.38984240775141066,0.002361692615715276,$4.00 ,2021/6/16,Ireland,Internet software & services,"['Accel', ' Insight Partners', ' Bond Capital']",4.0,2021-06-16
92,Cambridge Mobile Telematics,0.03003003003003003,0.0,0.011965719786876638,0.32634295559741267,0.0009406550828641448,$1.50 ,2018/12/19,United States,Mobile & telecommunications,['SoftBank Group'],1.5,2018-12-19
93,Five Star Business Finance,0.07207207207207207,0.00605601233905041,0.05276475694306694,0.37391569842823325,0.002150544228037898,$1.40 ,2021/3/26,India,Other,"['Sequoia Capital India', ' Tiger Global Management', ' Tencent']",1.4,2021-03-26
94,Iluvatar CoreX,0.001001001001001001,0.0,6.898546015251884e-50,0.001001001001001001,0.001082837033026526,$1.55 ,2021/3/1,China,Hardware,"['Centurium Capital', ' Cedarlake Capital', ' Unicom Innovation Venture Capital']",1.55,2021-03-01
95,FloQast,0.05305305305305305,0.0020970850339844136,0.03872024877759958,0.3589190795073148,0.0015925145557061178,$1.20 ,2021/7/21,United States,Fintech,"['Polaris Partners', ' Insight Partners', ' Norwest Venture Partners']",1.2,2021-07-21
96,Lydia,0.02702702702702703,0.0,0.004213582048181638,0.3103716433196202,0.0009444251274652307,$1.00 ,2021/12/8,France,Fintech,"['NewAlpha', ' XAnge Private Equity', ' Tencent Holdings']",1.0,2021-12-08
97,Northvolt,0.016016016016016016,0.001797388570935665,0.0025005138199624753,0.31181355571599473,0.0008419486759340553,$9.08 ,2019/6/12,Sweden,Other,"['Vattenfall', ' Volkswagen Group', ' Goldman Sachs']",9.08,2019-06-12
98,Highspot,0.011011011011011011,0.0007814707664374346,0.002824201921030041,0.2918168168168168,0.0007260658892434554,$3.50 ,2021/2/22,United States,Internet software & services,"['Madrona Venture Group', ' Shasta Ventures', ' Salesforce Ventures']",3.5,2021-02-22
99,Promasidor Holdings,0.0,0.0,1.6061929090069338e-59,0.0,0.0001624255549540131,$1.59 ,2016/11/8,South Africa,Consumer & retail,"['IFC', ' Ajinomoto']",1.59,2016-11-08
100,DJI Innovations,0.04504504504504504,0.0001849622688530577,0.0364124180074501,0.3543398215637547,0.001250977435749101,$15.00 ,2015/1/23,China,Hardware,"['Accel Partners', ' Sequoia Capital']",15.0,2015-01-23
101,Chehaoduo,0.04504504504504504,0.0,0.008318119533042904,0.32371961994148485,0.0013476070242681674,$9.00 ,2016/3/12,China,E-commerce & direct-to-consumer,"['Sequoia Capital China', ' GX Capital']",9.0,2016-03-12
102,Alchemy,0.022022022022022022,0.0007534513747121252,0.008583216117737269,0.3510960830054117,0.0008006613324927881,$3.50 ,2021/10/28,United States,Fintech,"['DFJ Growth Fund', ' Coatue Management', ' Addition']",3.5,2021-10-28
103,Daily Harvest,0.029029029029029027,0.0,0.0075268317860350655,0.3340582390769035,0.0009889711123956973,$1.10 ,2021/11/16,United States,E-commerce & direct-to-consumer,"['M13', ' Lightspeed Venture Partners', ' Lone Pine Capital']",1.1,2021-11-16
104,Acronis,0.05405405405405406,0.004149072561142015,0.034073915113536135,0.3768902266796511,0.0016581751388005752,$2.50 ,2019/9/18,Switzerland,Cybersecurity,"['Goldman Sachs', ' VebVentures', ' Insight Partners']",2.5,2019-09-18
105,SpaceX,0.015015015015015015,0.0,0.0027878657275249444,0.30752745873020787,0.0006304780793467172,$100.30 ,2012/12/1,United States,Other,"['Founders Fund', ' Draper Fisher Jurvetson', ' Rothenberg Ventures']",100.3,2012-12-01
106,Lyra Health,0.02102102102102102,0.0007769450115944614,0.007006235399836492,0.3412772942433959,0.0008043515170563354,$5.85 ,2020/8/25,United States,Health,"['Greylock Partners', ' Venrock', ' Providence Ventures']",5.85,2020-08-25
107,Formlabs,0.008008008008008008,0.0006135068927585327,0.0005932442891724508,0.2838965154791732,0.0005838950764555068,$2.00 ,2018/8/1,United States,Hardware,"['Pitango Venture Capital', ' DFJ Growth Fund', ' Foundry Group']",2.0,2018-08-01
108,SaltPay,0.04704704704704705,0.0013489373222073586,0.04610765227845348,0.36609746109746105,0.0013823225333339942,$1.00 ,2021/4/23,United Kingdom,Fintech,"['Tiger Global Management', ' Hedosophia']",1.0,2021-04-23
109,Enflame,0.028028028028028028,1.0484074416169333e-05,0.0043507747378639895,0.3104912931435676,0.0009709640368675303,$1.24 ,2021/1/5,China,Hardware,"['Tencent Holdings', ' Delta Capital', ' Redpoint Ventures China']",1.24,2021-01-05
110,MessageBird,0.07407407407407407,0.00251350237677542,0.10513235113731403,0.3718441433122873,0.0019535251305746303,$3.80 ,2020/10/8,Netherlands,Mobile & telecommunications,"['Y Combinator', ' Atomico', ' Accel']",3.8,2020-10-08
111,ID.me,0.0,0.0,1.6061929090069338e-59,0.0,0.0001624255549540131,$1.50 ,2021/3/19,United States,Cybersecurity,"['Moonshots Capital', ' BoxGroup', ' Blu Venture Investors']",1.5,2021-03-19
112,ReliaQuest,0.01001001001001001,0.0016701826306060625,0.0011621998309788025,0.2861152449074296,0.000790178436119817,$1.00 ,2021/12/1,United States,Cybersecurity,"['KKR', ' FTV Capital', ' Ten Eleven Ventures']",1.0,2021-12-01
113,Hive,0.03203203203203203,0.0,0.013170105490162728,0.34302147121567905,0.0009948992381246375,$2.00 ,2021/4/21,United States,Artificial intelligence,"['Tomales Bay Capital', ' Bain & Company', ' General Catalyst']",2.0,2021-04-21
114,Cato Networks,0.015015015015015015,0.0028177636840106476,0.0054036051009360075,0.32941284843125335,0.0006917050164675411,$2.50 ,2020/11/17,Israel,Cybersecurity,"['Aspect Ventures', ' SingTel Innov8', ' Greylock Partners']",2.5,2020-11-17
115,Baiwang,0.002002002002002002,0.0,1.173029176677809e-05,0.20328480929187642,0.0003941941864862154,$1.55 ,2019/3/25,China,Fintech,"['Guozhong Venture Capital Management', ' Shenzhen Capital Group', ' Oriental Fortune Capital']",1.55,2019-03-25
