	source	target	weight
397	South Korea	United States	53
398	Spain	Germany	1
399	Spain	India	1
400	Spain	Israel	1
401	Spain	Philippines	1
402	Spain	United States	6
403	Sweden	Australia	1
404	Sweden	Brazil	3
405	Sweden	Canada	2
406	Sweden	China	2
407	Sweden	Colombia	1
408	Sweden	Czech Republic	1
409	Sweden	Denmark	1
410	Sweden	Estonia	2
411	Sweden	Finland	1
412	Sweden	France	6
413	Sweden	Germany	3
414	Sweden	Hong Kong	1
415	Sweden	India	9
416	Sweden	Indonesia	1
417	Sweden	Ireland	1
418	Sweden	Israel	5
419	Sweden	Japan	1
420	Sweden	Mexico	1
421	Sweden	Netherlands	1
422	Sweden	Norway	1
423	Sweden	Singapore	1
424	Sweden	South Korea	1
425	Sweden	Switzerland	1
426	Sweden	Turkey	2
427	Sweden	United Kingdom	8
428	Sweden	United States	76
429	Switzerland	France	2
430	Switzerland	India	1
431	Switzerland	Ireland	1
432	Switzerland	Israel	6
433	Switzerland	Lithuania	1
434	Switzerland	Philippines	1
435	Switzerland	Spain	1
436	Switzerland	United Kingdom	1
437	Switzerland	United States	25
438	Turkey	Australia	2
439	Turkey	Canada	1
440	Turkey	Chile	1
441	Turkey	Czech Republic	1
442	Turkey	Estonia	1
443	Turkey	France	2
444	Turkey	Germany	1
445	Turkey	Hong Kong	2
446	Turkey	India	7
447	Turkey	Ireland	1
448	Turkey	Israel	1
449	Turkey	United Kingdom	2
450	Turkey	United States	35
451	United Kingdom	Argentina	1
452	United Kingdom	Australia	3
453	United Kingdom	Brazil	13
454	United Kingdom	Canada	6
455	United Kingdom	Chile	4
456	United Kingdom	China	5
457	United Kingdom	Colombia	2
458	United Kingdom	Estonia	6
459	United Kingdom	Finland	1
460	United Kingdom	France	17
461	United Kingdom	Germany	11
462	United Kingdom	Hong Kong	5
463	United Kingdom	India	68
464	United Kingdom	Indonesia	3
465	United Kingdom	Ireland	7
466	United Kingdom	Israel	20
467	United Kingdom	Lithuania	1
468	United Kingdom	Mexico	12
469	United Kingdom	Netherlands	2
470	United Kingdom	Norway	4
471	United Kingdom	Philippines	2
472	United Kingdom	Santa Clara	1
473	United Kingdom	Singapore	5
474	United Kingdom	South Korea	2
475	United Kingdom	Spain	5
476	United Kingdom	Sweden	6
477	United Kingdom	Switzerland	2
478	United Kingdom	Turkey	1
479	United Kingdom	United Kingdom	20
480	United Kingdom	United States	311
481	United States	Argentina	3
482	United States	Australia	54
483	United States	Austria	7
484	United States	Belgium	8
485	United States	Brazil	81
486	United States	Canada	114
487	United States	Chile	24
488	United States	China	155
489	United States	Colombia	9
490	United States	Czech Republic	14
491	United States	Denmark	1
492	United States	Estonia	58
493	United States	Finland	8
494	United States	France	177
495	United States	Germany	93
496	United States	Hong Kong	82
497	United States	India	547
498	United States	Indonesia	39
499	United States	Ireland	73
500	United States	Israel	249
501	United States	Japan	15
502	United States	Lithuania	7
503	United States	Malaysia	1
504	United States	Mexico	61
505	United States	Netherlands	20
506	United States	Nigeria	1
507	United States	Norway	69
508	United States	Philippines	27
509	United States	Santa Clara	11
510	United States	Senegal	12
511	United States	Singapore	35
512	United States	South Korea	33
513	United States	Spain	38
514	United States	Sweden	43
515	United States	Switzerland	10
516	United States	Turkey	41
517	United States	United Kingdom	211
518	United States	United States	5390
519	United States	Vietnam	6
520	Vietnam	Canada	1
521	Vietnam	United States	2
