,source,target,weight
185,Mobile & telecommunications,Internet software & services,32
186,Mobile & telecommunications,Mobile & telecommunications,10
187,Mobile & telecommunications,Other,6
188,Mobile & telecommunications,"Supply chain, logistics, & delivery",10
189,Mobile & telecommunications,Travel,5
190,Other,Artificial intelligence,21
191,Other,Auto & transportation,9
192,Other,Consumer & retail,10
193,Other,Cybersecurity,10
194,Other,Data management & analytics,10
195,Other,E-commerce & direct-to-consumer,23
196,Other,Edtech,5
197,Other,Fintech,25
198,Other,Hardware,8
199,Other,Health,9
200,Other,Internet software & services,31
201,Other,Mobile & telecommunications,5
202,Other,Other,24
203,Other,"Supply chain, logistics, & delivery",19
204,Other,Travel,7
205,"Supply chain, logistics, & delivery",Artificial intelligence,17
206,"Supply chain, logistics, & delivery",Auto & transportation,18
207,"Supply chain, logistics, & delivery",Consumer & retail,12
208,"Supply chain, logistics, & delivery",Cybersecurity,6
209,"Supply chain, logistics, & delivery",Data management & analytics,9
210,"Supply chain, logistics, & delivery",E-commerce & direct-to-consumer,42
211,"Supply chain, logistics, & delivery",Edtech,8
212,"Supply chain, logistics, & delivery",Education,1
213,"Supply chain, logistics, & delivery",Fintech,36
214,"Supply chain, logistics, & delivery",Hardware,9
215,"Supply chain, logistics, & delivery",Health,9
216,"Supply chain, logistics, & delivery",Internet software & services,33
217,"Supply chain, logistics, & delivery",Mobile & telecommunications,10
218,"Supply chain, logistics, & delivery",Other,6
219,"Supply chain, logistics, & delivery","Supply chain, logistics, & delivery",12
220,"Supply chain, logistics, & delivery",Travel,5
221,Travel,Artificial intelligence,7
222,Travel,Auto & transportation,6
223,Travel,Cybersecurity,9
224,Travel,Data management & analytics,9
225,Travel,E-commerce & direct-to-consumer,17
226,Travel,Edtech,3
227,Travel,Education,1
228,Travel,Fintech,15
229,Travel,Hardware,4
230,Travel,Health,4
231,Travel,Internet software & services,12
232,Travel,Mobile & telecommunications,6
233,Travel,Other,6
234,Travel,"Supply chain, logistics, & delivery",5
235,Travel,Travel,3
