,Company,Degree Centrality,Betweenness Centrality,Eigen Centrality,Closeness Centrality,Page Rank,Valuation ($B) ,Date Added,Country,Category,Select Investors,Valuation($B) flaot,DateTime Joined
739,Lightricks,0.056056056056056056,0.005453692180294927,0.03339041122424693,0.37583500439310047,0.0017916967840978623,$1.80 ,2019/7/31,Israel,Artificial intelligence,"['Viola Ventures', ' Insight Partners', ' ClalTech', ' Goldman Sachs']",1.8,2019-07-31
740,Sunbit,0.007007007007007007,9.566434229664022e-05,0.0006541601621559246,0.2777291084187636,0.0004973663359715947,$1.10 ,2021/5/20,United States,Fintech,"['Zeev Ventures', ' Group11', ' Chicago Ventures']",1.1,2021-05-20
741,Zume,0.012012012012012012,0.0005923229784192281,0.003026651158942459,0.3104912931435676,0.0006112119694064874,$2.25 ,2018/11/1,United States,Consumer & retail,"['Softbank Group', ' AME Cloud Ventures', ' SignalFire']",2.25,2018-11-01
742,Pipa Coding,0.012012012012012012,0.000512844838829468,0.001112559713533751,0.28520340453768217,0.0006085319733200372,$1.20 ,2021/3/25,China,Edtech,"['Source Code Capital', ' XVC Venture Capital', ' Hillhouse Capital Management']",1.2,2021-03-25
743,Moka,0.015015015015015015,0.0002547416663153709,0.0014417623586095044,0.30199265632336497,0.0007621143727442694,$1.00 ,2021/11/2,China,Internet software & services,"['GGV Capital', ' GSR Ventures', ' FreesFund']",1.0,2021-11-02
744,Icertis,0.015015015015015015,0.0011263490697762308,0.0041268127690837425,0.32411042833578046,0.0007457350027554441,$5.00 ,2019/7/17,United States,Artificial intelligence,"['Eight Roads Ventures', ' Greycroft', ' Ignition Partners']",5.0,2019-07-17
745,Weilong,0.035035035035035036,0.0040026861295118215,0.00504142912826256,0.3138793509019542,0.0014324360732749107,$10.88 ,2021/5/8,China,Consumer & retail,"['Tencent Holdings', ' Hillhouse Capital Management', ' Yunfeng Capital']",10.88,2021-05-08
746,Benchling,0.023023023023023025,0.00039564289930310164,0.010716447043009699,0.3394076756908615,0.0008242232058927892,$6.10 ,2021/4/14,United States,Internet software & services,"['Thrive Capital', ' Benchmark', ' MenloVentures']",6.1,2021-04-14
747,Eat Just,0.03203203203203203,0.0009794004223460154,0.007105035221686578,0.32887481192911977,0.001195799431040467,$1.10 ,2017/11/30,United States,Consumer & retail,"['Khosla Ventures', ' Horizons Ventures', ' Founders Fund']",1.1,2017-11-30
748,Justworks,0.04804804804804805,0.0015439187809239737,0.024752525947804055,0.35278774174963395,0.0015242791421283132,$1.43 ,2020/1/28,United States,Internet software & services,"['Index Ventures', ' Thrive Capital', ' Bain Capital Ventures']",1.43,2020-01-28
749,Impossible Foods,0.022022022022022022,0.0006032919496698424,0.005703828170040653,0.3242409075742409,0.0008321808381690267,$4.00 ,2019/5/13,United States,Consumer & retail,"['Khosla Ventures', ' Horizons Ventures', ' Temasek Holdings']",4.0,2019-05-13
750,Rivigo,0.012012012012012012,0.00017202420398206085,0.0016886976152313137,0.2974203893701678,0.0006389002330462769,$1.07 ,2019/7/11,India,"Supply chain, logistics, & delivery","['SAIF Partners India', ' Warburg Pincus', ' Trifecta Capital Advisors']",1.07,2019-07-11
751,Rubicon Global,0.015015015015015015,3.7148407964113445e-08,0.0023296876427175354,0.31097081637622176,0.0006656603524242701,$1.07 ,2017/8/25,United States,Other,"['Goldman Sachs', ' Leonardo DiCaprio', ' Promecap']",1.07,2017-08-25
752,Impact,0.014014014014014014,0.0012129580196349704,0.004242356878606414,0.31973577388424546,0.0006437794329093034,$1.50 ,2021/7/13,United States,Internet software & services,"['Redpoint Ventures', ' Providence Equity Partners', ' Silversmith Capital Partners']",1.5,2021-07-13
753,Yimidida,0.006006006006006006,0.00036480768568901,0.00038300907769145144,0.2718239670652765,0.0004325886720096127,$1.17 ,2019/1/14,China,"Supply chain, logistics, & delivery","['Source Code Capital', ' Global Logistic Properties', ' K2VC']",1.17,2019-01-14
754,Tipalti,0.007007007007007007,8.114396452095604e-05,0.0006721572278151354,0.2794637107614207,0.0004711290875632163,$8.30 ,2020/10/6,United States,Fintech,"['01 Advisors', ' Zeev Ventures', ' Group 11']",8.3,2020-10-06
755,FTX,0.04604604604604605,0.0016651516422935713,0.0354256880031506,0.35622043981177104,0.0013199900518026733,$32.00 ,2021/7/20,Hong Kong,Fintech,"['Sequoia Capital', ' Thoma Bravo', ' Softbank']",32.0,2021-07-20
756,Hosjoy,0.0,0.0,1.2111361960257657e-63,0.0,0.0001624255549540131,$1.00 ,2018/10/18,China,E-commerce & direct-to-consumer,"['U.S.-China Green Fund', ' Founder H Fund', ' Richland Equities']",1.0,2018-10-18
757,SellerX,0.005005005005005005,0.00021030807790845,0.001624060411004117,0.2648518297975713,0.0005474971681454835,$1.00 ,2021/12/9,Germany,E-commerce & direct-to-consumer,"['Cherry Ventures', ' Felix Capital', ' 83North']",1.0,2021-12-09
758,OYO Rooms,0.05405405405405406,0.0017040398334574906,0.02322826518042321,0.34200187448595093,0.0016836553857852668,$9.60 ,2018/9/25,India,Travel,"['SoftBank Group', ' Sequoia Capital India', 'Lightspeed India Partners']",9.6,2018-09-25
759,Exotec,0.001001001001001001,0.0,0.0014582532891141847,0.2553628454072335,0.00018616669551304438,$2.00 ,2022/1/17,France,Hardware,"['Breega Capital', ' Iris Capital', ' 360 Capital Partners']",2.0,2022-01-17
760,Gorillas,0.04004004004004004,0.0011274412105535191,0.013438416440173644,0.36165891980889736,0.0012749433822604958,$3.10 ,2021/3/25,Germany,E-commerce & direct-to-consumer,"['Coatue Management', ' Atlantic Food Labs', ' DST Global']",3.1,2021-03-25
761,Articulate,0.03203203203203203,0.0013440847601906474,0.0063118245939987275,0.32294082374274835,0.001266131312478157,$3.75 ,2021/7/1,United States,Edtech,"['Blackstone', ' ICONIQ Growth', ' General Atlantic']",3.75,2021-07-01
762,Udaan,0.04904904904904905,0.003354884147671629,0.013632185867825036,0.37530960597130214,0.0015416977786393443,$3.10 ,2018/9/4,India,"Supply chain, logistics, & delivery","['DST Global', ' Lightspeed Venture Partners', ' Microsoft ScaleUp']",3.1,2018-09-04
763,dbt Labs,0.08108108108108109,0.0019884988120102056,0.05597254230713878,0.37937560735488196,0.0021387146556409286,$1.50 ,2021/6/30,United States,Data management & analytics,"['Andreessen Horowitz', ' Amplify Partners', ' Sequoia Capital']",1.5,2021-06-30
764,SVOLT Energy,0.02102102102102102,2.260808033901343e-06,0.002309957486024128,0.3060085161148991,0.0008058320036489644,$1.16 ,2020/6/8,China,Auto & transportation,"['IDG Capital', ' Bank Of China Group Investment', ' SDIC CMC Investment Management']",1.16,2020-06-08
765,Argo AI,0.001001001001001001,0.0,3.625018341949749e-05,0.23110887070714903,0.000206801391564794,$7.25 ,2019/7/12,United States,Artificial intelligence,"['Volkswagen Group', ' Ford Autonomous Vehicles']",7.25,2019-07-12
766,Collibra,0.04904904904904905,0.004474321915584195,0.01996197400947155,0.360687153790602,0.001693757197539747,$5.25 ,2019/1/29,Belgium,Data management & analytics,"['Index Ventures', ' Battery Ventures', ' ICONIQ Capital']",5.25,2019-01-29
767,DealShare,0.04704704704704705,0.00011679157685272776,0.04729516512232249,0.36559891711957077,0.0013309024415616626,$1.62 ,2022/1/27,India,E-commerce & direct-to-consumer,"['Alpha Wave Global', ' Matrix Partners India', ' Tiger Global Management']",1.62,2022-01-27
768,InMobi,0.01901901901901902,1.1567899622896322e-06,0.0052378713318712135,0.3335049335049335,0.0006934884401689895,$1.00 ,2014/12/2,India,Mobile & telecommunications,"['Kleiner Perkins Caufield & Byers', ' Softbank Corp.', ' Sherpalo Ventures']",1.0,2014-12-02
769,Noname Security,0.06906906906906907,0.004015520131042127,0.03771743756582181,0.37795139109076226,0.0019658754781749365,$1.00 ,2021/12/15,United States,Cybersecurity,"['Insight Partners', ' Lightspeed Venture Partners', ' CyberStarts']",1.0,2021-12-15
770,Figma,0.06006006006006006,0.0042328419340946135,0.025646877524248407,0.3768902266796511,0.0018079213873161692,$10.00 ,2020/4/30,United States,Internet software & services,"['Index Ventures', ' Greylock Partners', ' Kleiner Perkins Caufield & Byers']",10.0,2020-04-30
771,Moon Active,0.04004004004004004,9.954055087246239e-07,0.03148416047320475,0.35186300323915,0.0011478429432205488,$5.00 ,2020/1/26,Israel,Mobile & telecommunications,"['Insight Partners', ' Andalusian Capital Partners']",5.0,2020-01-26
772,Lianjia,0.01001001001001001,0.0007714817980619893,0.0012235072930638039,0.29023942861780694,0.0006436161945793367,$5.77 ,2016/4/7,China,E-commerce & direct-to-consumer,"['Tencent', ' Baidu', ' Huasheng Capital']",5.77,2016-04-07
773,TensTorrent,0.002002002002002002,0.001797388570935665,6.5106570060881154e-06,0.20854852781315755,0.0006122028246230184,$1.00 ,2021/5/5,Canada,Artificial intelligence,"['Eclipse Ventures', ' Fidelity Investments', ' Moore Capital Management']",1.0,2021-05-05
774,Dental Monitoring,0.0,0.0,1.2111361960257657e-63,0.0,0.0001624255549540131,$1.00 ,2021/10/21,France,Health,"['Vitruvian Partners', ' Merieux Equity Partners', ' Straumann']",1.0,2021-10-21
775,Kong,0.055055055055055056,0.0021740070261298465,0.026545396213250184,0.3614965953386061,0.0017651582093866677,$1.40 ,2020/12/31,United States,Internet software & services,"['New Enterprise Associates', ' CRV', ' Index Ventures']",1.4,2020-12-31
776,Niantic,0.007007007007007007,0.00010953413514604233,0.0017785456585209642,0.2983016349683016,0.0004068754161225283,$9.00 ,2017/11/24,United States,Mobile & telecommunications,"['Nintendo', ' Google', ' Pokemon Company International', ' Spark Capital']",9.0,2017-11-24
777,Carta,0.018018018018018018,0.0011059246401916164,0.004799865138566109,0.30835161348178197,0.0008954767071292333,$7.40 ,2019/5/6,United States,Fintech,"['Menlo Ventures', ' Spark Capital', ' Union Square Ventures']",7.4,2019-05-06
778,Axiom Space,0.0,0.0,1.2111361960257657e-63,0.0,0.0001624255549540131,$1.00 ,2021/2/16,United States,Other,"['C5 Capital', ' Hemisphere Ventures', ' The Venture Collective']",1.0,2021-02-16
779,GrubMarket,0.022022022022022022,0.0022214336897692917,0.002280987190084353,0.31771771771771773,0.0010124636237754398,$1.20 ,2021/9/14,United States,E-commerce & direct-to-consumer,"['GGV Capital', ' BlackRock', ' ACE & Company']",1.2,2021-09-14
780,Phenom People,0.002002002002002002,0.0,4.356385199566468e-05,0.23110887070714903,0.00032295739391819734,$1.40 ,2021/4/7,United States,Internet software & services,"['Sierra Ventures', ' AXA Venture Partners', ' Sigma Prime Ventures']",1.4,2021-04-07
781,Kurly,0.06306306306306306,0.00344225457217599,0.015290470446729236,0.36626394470869233,0.001872948723212096,$3.30 ,2021/7/9,South Korea,"Supply chain, logistics, & delivery","['Sequoia Capital China', ' DST Global', ' DST Global']",3.3,2021-07-09
782,Carsome,0.002002002002002002,0.0,1.2481231689389121e-05,0.20195948204975284,0.0006568548777151626,$1.70 ,2021/7/12,Malaysia,E-commerce & direct-to-consumer,"['Gobi Partners', ' 500 Startups', ' Ondine Capital']",1.7,2021-07-12
783,Misfits Market,0.058058058058058054,0.0004078052390902906,0.0939351512268722,0.3592392570983115,0.0014608438979688862,$2.00 ,2021/4/21,United States,E-commerce & direct-to-consumer,"['Accel', ' D1 Capita Partners', ' Greenoaks Capital Management']",2.0,2021-04-21
784,Back Market,0.007007007007007007,0.000531448427809934,0.0004185534390909318,0.2632933685565264,0.0006100151152068109,$5.70 ,2021/5/18,France,E-commerce & direct-to-consumer,"['Aglae Ventures', ' Eurazeo', ' Daphni']",5.7,2021-05-18
785,Uala,0.011011011011011011,0.001962098576517367,0.003171878979115027,0.3024462690253152,0.0006303395424891675,$2.45 ,2021/8/13,Argentina,Fintech,"['Soros Fund Management', ' Ribbit Capital', ' Monashees+']",2.45,2021-08-13
786,StockX,0.056056056056056056,0.007311841112561135,0.023125049794343308,0.38462961528864104,0.0017726201439256144,$3.80 ,2019/6/26,United States,E-commerce & direct-to-consumer,"['Google Ventures', ' Battery Ventures', ' DST Global']",3.8,2019-06-26
787,KnowBox,0.009009009009009009,3.212009973476829e-06,0.0001925536237652659,0.2540739477647995,0.0007584136745140851,$1.00 ,2019/5/30,China,Edtech,"['TAL Education Group', ' Legend Star', ' Alibaba Group']",1.0,2019-05-30
788,iFood,0.0,0.0,1.2111361960257657e-63,0.0,0.0001624255549540131,$1.00 ,2018/11/13,Brazil,"Supply chain, logistics, & delivery","['Movile', ' Just Eat', ' Naspers']",1.0,2018-11-13
789,Yijiupi,0.03203203203203203,0.0022847575997837345,0.004653996162500368,0.3135128121504143,0.0012399005870615237,$1.50 ,2018/9/20,China,Consumer & retail,"['Source Code Capital', ' Meituan Dianping', ' Tencent Holdings']",1.5,2018-09-20
790,Amperity,0.04904904904904905,0.0024080865499582636,0.04616368959584139,0.37064630207750315,0.0014534133803706885,$1.00 ,2021/7/13,United States,Artificial intelligence,"['Madrona Venture Group', ' Tiger Global Management', ' Madera Technology Partners']",1.0,2021-07-13
791,AgentSync,0.006006006006006006,0.00011993288509407746,0.0013501356776678263,0.27413696882723426,0.00038289952940373203,$1.20 ,2021/12/7,United States,Fintech,"['Craft Ventures', ' Caffeinated Capital', ' Operator Collective']",1.2,2021-12-07
792,DataRobot,0.026026026026026026,0.0016555052641763525,0.0072893228404068925,0.33419685245411385,0.0010153124164675282,$6.30 ,2019/7/29,United States,Artificial intelligence,"['New Enterprise Associates', ' Accomplice', ' IA Ventures']",6.3,2019-07-29
793,Pendo,0.013013013013013013,4.97762942323157e-07,0.002744519115176713,0.3068245388245388,0.0005897153625850248,$2.60 ,2019/10/17,United States,Internet software & services,"['Contour Venture Partners', ' Battery Ventures', ' Core Capital Partners']",2.6,2019-10-17
794,Improbable,0.07207207207207207,0.0039011362700796916,0.033142632570663334,0.37530960597130214,0.002038250191220245,$2.00 ,2017/5/11,United Kingdom,Other,"['Andreessen Horowitz', ' SoftBank Group', ' Temasek Holdings']",2.0,2017-05-11
795,Acronis,0.05405405405405406,0.004117048310997905,0.03330376609411658,0.3754845754845754,0.0016618408129968607,$2.50 ,2019/9/18,Switzerland,Cybersecurity,"['Goldman Sachs', ' VebVentures', ' Insight Partners']",2.5,2019-09-18
796,IRL,0.018018018018018018,0.0017684408381848182,0.002619961883226407,0.3116928848352997,0.0008143343378051258,$1.17 ,2021/6/15,United States,Internet software & services,"['Goodwater Capital', ' Floodgate', ' Founders Fund']",1.17,2021-06-15
797,Harry's Razor Company,0.06806806806806806,0.00637857415563085,0.051049782115500944,0.38462961528864104,0.002020277611822348,$1.70 ,2018/2/16,United States,Consumer & retail,"['Thrive Capital', ' Tiger Global Management', ' Temasek']",1.7,2018-02-16
798,Kitopi,0.0,0.0,1.2111361960257657e-63,0.0,0.0001624255549540131,$1.00 ,2021/7/1,United Arab Emirates,"Supply chain, logistics, & delivery","['CE-Ventures', ' BECO Capital', ' Nordstar']",1.0,2021-07-01
799,iTutorGroup,0.004004004004004004,5.558756646297182e-05,0.0011420633217454612,0.2769650668550256,0.0002831860132926165,$1.00 ,2015/11/18,China,Edtech,"['QiMing Venture Partners', ' Temasek Holdings', ' Silverlink Capital']",1.0,2015-11-18
800,Cider,0.08108108108108109,0.01653528510931758,0.030111748070426575,0.39753919763791434,0.0023737519459781056,$1.00 ,2021/9/2,Hong Kong,E-commerce & direct-to-consumer,"['Andreessen Horowitz', ' DST Global', ' IDG Capital']",1.0,2021-09-02
801,Offchain Labs,0.03403403403403403,0.002070485398481329,0.007436744357810808,0.34084401794939245,0.0012438918851541796,$1.20 ,2021/8/31,United States,Internet software & services,"['Pantera Capital', ' Polychain Capital', ' Lightspeed Venture Partners']",1.2,2021-08-31
802,eDaili,0.003003003003003003,1.3829779040460221e-05,3.4996416334642456e-05,0.22887593475828769,0.00031859235737181706,$1.90 ,2019/2/1,China,E-commerce & direct-to-consumer,"['K2VC', ' Lightspeed China Partners', ' Sky9 Capital']",1.9,2019-02-01
803,Inxeption,0.02002002002002002,3.6511578373119916e-07,0.006614223318475673,0.3412772942433959,0.0007083335957326308,$3.00 ,2022/1/13,United States,Fintech,"['Coatue Management', ' BMO Capital', ' Schonfeld Strategic Advisors']",3.0,2022-01-13
804,Nuvemshop,0.06906906906906907,0.004991169186608085,0.09916702768554089,0.373222620210572,0.0019476662493842182,$3.10 ,2021/8/17,Brazil,E-commerce & direct-to-consumer,"['Kaszek Ventures', ' Qualcomm Ventures', ' Accel']",3.1,2021-08-17
805,Betterfly,0.026026026026026026,0.002952090603209519,0.007645255502593409,0.3444886289197666,0.0010855259865026477,$1.00 ,2022/2/1,Chile,Artificial intelligence,"['QED Investors', ' DST Global', ' Endeavor']",1.0,2022-02-01
806,Spendesk,0.058058058058058054,0.004485917946482908,0.021725470462794407,0.36230967809915177,0.0017903423763307555,$1.50 ,2022/1/18,France,Fintech,"['Index Ventures', ' Eight Roads Ventures', ' General Atlantic']",1.5,2022-01-18
807,Strava,0.04504504504504504,0.0004039747303437272,0.035914792651955886,0.3570099354673823,0.0012296864184968214,$1.50 ,2020/11/16,United States,Internet software & services,"['Jackson Square Ventures', ' Madrone Capital Partners', ' Sequoia Capital']",1.5,2020-11-16
808,Hotmart,0.035035035035035036,0.0019426805602329215,0.010689139250862621,0.3310375727145147,0.001213507081286899,$1.00 ,2020/3/17,Netherlands,E-commerce & direct-to-consumer,"['Technology Crossover Ventures', ' Alkeon Capital Management', ' General Atlantic']",1.0,2020-03-17
809,Aiven,0.016016016016016016,0.0016538208686105809,0.010571984947032355,0.3337813569889823,0.0006801366898747125,$2.00 ,2021/10/18,Finland,Internet software & services,"['Institutional Venture Partners', ' Atomico', ' Earlybird Venture Capital']",2.0,2021-10-18
810,OfBusiness,0.03403403403403403,0.00015259791851043275,0.015590827711058098,0.32674012755148657,0.0010449998737368594,$5.00 ,2021/7/31,India,E-commerce & direct-to-consumer,"['Matrix Partners India', ' Falcon Edge Capital', ' SoftBank Group']",5.0,2021-07-31
811,TalkingData,0.0,0.0,1.2111361960257657e-63,0.0,0.0001624255549540131,$1.30 ,2021/1/6,China,Mobile & telecommunications,"['N5 Capital', ' CR Capital Mgmt', ' JD Digits']",1.3,2021-01-06
812,iTrustCapital,0.005005005005005005,7.424928438877438e-05,0.00033424335491462386,0.2682032682032682,0.0003841895589402022,$1.30 ,2022/1/11,United States,Fintech,"['Left Lane Capital', ' Walden Venture Capital']",1.3,2022-01-11
813,WM Motor,0.01001001001001001,0.00024399254673241046,0.0014717600409707371,0.29309112606055837,0.0005533126390266064,$5.00 ,2019/3/8,China,Auto & transportation,"['Baidu Capital', ' Linear Venture', ' Tencent']",5.0,2019-03-08
814,FXiaoKe,0.028028028028028028,0.004153443361304183,0.004599713286717341,0.3282047328502096,0.0013035365306740458,$1.00 ,2015/7/2,China,Mobile & telecommunications,"['IDG Capital', ' Northern Light Venture Capital', ' DCM Ventures']",1.0,2015-07-02
815,CMR Surgical,0.0,0.0,1.2111361960257657e-63,0.0,0.0001624255549540131,$3.00 ,2019/9/17,United Kingdom,Health,"['Cambridge Innovation Capital', ' LGT Capital Partners', ' Escala Capital']",3.0,2019-09-17
816,Sysdig,0.0980980980980981,0.0044280052493241955,0.12504208079164286,0.39192915543280504,0.0025760341874025428,$2.50 ,2021/4/28,United States,Cybersecurity,"['Accel', ' Bain Capital Ventures', ' Insight Partners']",2.5,2021-04-28
817,Koudai,0.02702702702702703,0.0024632861327336243,0.007837388373831062,0.33713453931118226,0.0010616974147680735,$1.40 ,2014/10/23,China,E-commerce & direct-to-consumer,"['New Enterprise Associates', ' Tiger Global management', ' Tencent']",1.4,2014-10-23
818,Odoo,0.006006006006006006,3.458644879417459e-08,0.0035135434497628377,0.2779207779207779,0.0003853675462514613,$2.30 ,2021/7/29,Belgium,Internet software & services,"['Summit Partners', ' Noshaq', ' Sofinnova Partners']",2.3,2021-07-29
819,Contentful,0.08308308308308308,0.014798375780944267,0.05678486784359725,0.3936531839757646,0.002449704250966889,$3.00 ,2021/7/28,Germany,Internet software & services,"['Balderton Capital', ' General Catalyst', ' Tiger Global Management']",3.0,2021-07-28
820,OpenAI,0.018018018018018018,4.399619468742181e-06,0.004381365302803953,0.3121761296179901,0.0006611455690647167,$2.92 ,2019/7/22,United States,Artificial intelligence,['Khosla Ventures'],2.92,2019-07-22
821,Socar,0.004004004004004004,0.0004151673785414425,4.801511416491174e-05,0.23291336449231187,0.0006180177924155858,$1.00 ,2020/10/16,South Korea,Auto & transportation,"['Bain Capital', ' Altos Ventures', ' Songhyun Investment']",1.0,2020-10-16
822,Cadence,0.06706706706706707,0.004335297269600406,0.02358649875074195,0.37636187589458614,0.0019577760766537676,$1.00 ,2021/12/14,United States,Health,"['Thrive Capital', ' General Catalyst', ' Coatue Management']",1.0,2021-12-14
823,Opentrons,0.022022022022022022,0.0015032731228046383,0.005183841510344853,0.3149841276552266,0.0008907460724112643,$1.80 ,2021/9/23,United States,Hardware,"['SOSV', ' Khosla Ventures', ' Lerer Hippeau']",1.8,2021-09-23
824,You & Mr Jones,0.001001001001001001,0.0,2.0807161411730035e-53,0.001001001001001001,0.0010828370330265263,$1.30 ,2019/11/19,United States,Other,['Undisclosed'],1.3,2019-11-19
825,Public,0.06506506506506507,0.00348286407296189,0.09497288982863286,0.364440911499735,0.0017757627364499496,$1.20 ,2021/2/17,United States,Fintech,"['Accel', ' Greycroft', ' Advancit Capital']",1.2,2021-02-17
826,People.ai,0.050050050050050046,0.007122850780649463,0.009376634850201227,0.3651017291089821,0.001822479407560849,$1.10 ,2021/8/11,United States,Internet software & services,"['GGV Capital', ' Lightspeed Venture Partners', ' ICONIQ Capital']",1.1,2021-08-11
827,Olive,0.03203203203203203,1.2385680352660406e-06,0.01246683223319382,0.34287544249230073,0.0010044344623958603,$4.00 ,2020/12/1,United States,Internet software & services,"['Drive Capital', ' General Catalyst', ' Ascension Ventures']",4.0,2020-12-01
828,KK Group,0.012012012012012012,0.003592499799200873,0.0007251456703520547,0.2624354559838431,0.0008922362472883103,$3.00 ,2019/10/23,China,E-commerce & direct-to-consumer,"['Matrix Partners China', ' Bright Venture Capita', ' Shenzhen Capital Group']",3.0,2019-10-23
829,Route,0.005005005005005005,0.0012480360641459454,0.0015832616006410726,0.278690108793915,0.00042158133280411784,$1.25 ,2022/1/21,United States,"Supply chain, logistics, & delivery","['Madrona Venture Group', ' Banner Ventures', ' FJ Labs']",1.25,2022-01-21
830,Global Switch,0.002002002002002002,0.0017973885709356649,2.3575954948819684e-05,0.2212069251344176,0.0005659732608774757,$11.10 ,2016/12/22,United Kingdom,Hardware,"['Aviation Industry Corporation of China', ' Essence Financial', ' Jiangsu Sha Steel Group']",11.1,2016-12-22
831,Nxin,0.0,0.0,1.2111361960257657e-63,0.0,0.0001624255549540131,$1.08 ,2018/9/18,China,Internet software & services,"['Beijing Juneng Hesheng Industry Investment Fund', ' Beijing Shuju Xinrong Fund']",1.08,2018-09-18
832,Feedzai,0.018018018018018018,0.0006618839294124276,0.0038613761674773125,0.30415952205982416,0.0010681532968801327,$1.00 ,2021/3/24,United States,Artificial intelligence,"['Global Founders Capital', ' Shea Ventures', ' Greycroft']",1.0,2021-03-24
833,Scopely,0.012012012012012012,0.0020344001004961474,0.004276755796438776,0.2990770198345393,0.0007351835009016885,$3.30 ,2019/10/29,United States,Mobile & telecommunications,"['Greycroft', ' Sands Capital', ' Revolution Growth']",3.3,2019-10-29
834,Forte Labs,0.058058058058058054,0.00270827410458075,0.09375695898166661,0.3566937176326016,0.0016224961107281991,$1.00 ,2021/5/12,United States,Fintech,"['Iris Capital', ' Accel', ' Elaia Partners']",1.0,2021-05-12
835,Snorkel AI,0.043043043043043044,0.003109239164381003,0.01917316772238338,0.3549644840962602,0.0014976135411193959,$1.00 ,2021/8/9,United States,Artificial intelligence,"['Greylock Partners', ' Google Ventures', ' BlackRock']",1.0,2021-08-09
836,GOAT,0.007007007007007007,0.00012519041929805769,0.0006380555003326359,0.2799493967377179,0.00046234503288678874,$3.70 ,2020/9/23,United States,E-commerce & direct-to-consumer,"['Upfront Ventures', ' Webb Investment Network', ' D1 Capital Partners']",3.7,2020-09-23
837,GlobalBees,0.03303303303303303,0.0004759706443981695,0.012894530468961317,0.3290091562150385,0.0010365911650789352,$1.10 ,2021/12/28,India,E-commerce & direct-to-consumer,"['Chiratae Ventures', ' SoftBank Group', ' Trifecta Capital']",1.1,2021-12-28
838,Lattice,0.04904904904904905,0.00183321126472454,0.026530806021288544,0.3452269243096504,0.001500320112310964,$3.00 ,2021/3/23,United States,Internet software & services,"['Khosla Ventures', ' Thrive Capital', ' Y Combinator']",3.0,2021-03-23
839,SeekOut,0.050050050050050046,0.004205475120893926,0.04617452435956106,0.3709877542212871,0.001610007977733891,$1.20 ,2022/1/12,United States,Internet software & services,"['Mayfield', ' Madrona Venture Group', ' Tiger Global Management']",1.2,2022-01-12
840,Lucid Software,0.009009009009009009,2.058787641483218e-05,0.002154391465992214,0.29578201043496677,0.0005179849738344983,$3.00 ,2021/6/29,United States,Internet software & services,"['Spectrum Equity', ' ICONIQ Capital', ' Grayhawk Capital']",3.0,2021-06-29
841,Printful,0.0,0.0,1.2111361960257657e-63,0.0,0.0001624255549540131,$1.00 ,2021/5/24,United States,Other,['Bregal Sagemount'],1.0,2021-05-24
842,Phantom,0.04604604604604605,0.0014855434149334968,0.02350118575687686,0.36543303739310995,0.0013711083937662995,$1.20 ,2022/1/31,United States,Fintech,"['Paradigm', ' Andreessen Horowitz', ' Jump Capital']",1.2,2022-01-31
843,Veho,0.03303303303303303,6.184028316899229e-05,0.012460523019642428,0.3456714224954568,0.0010052659296837477,$1.00 ,2021/12/21,United States,"Supply chain, logistics, & delivery","['General Catalyst', ' Origin Ventures', ' Fontinalis Partners']",1.0,2021-12-21
844,Revolut,0.026026026026026026,0.0006714176741589552,0.00922821443781336,0.3462658703415367,0.000971612489329139,$33.00 ,2018/4/26,United Kingdom,Fintech,"['index Ventures', ' DST Global', ' Ribbit Capital']",33.0,2018-04-26
845,Ada Support,0.026026026026026026,0.0008094141078540495,0.006110681736113946,0.3286064522294633,0.001019827619237714,$1.20 ,2021/5/7,Canada,Artificial intelligence,"['Version One Ventures', ' Bessemer Venture Partners', ' FirstMark Capital']",1.2,2021-05-07
846,Gousto,0.0,0.0,1.2111361960257657e-63,0.0,0.0001624255549540131,$1.70 ,2020/11/3,United Kingdom,"Supply chain, logistics, & delivery","['MMC Ventures', ' BGF Ventures', ' Unilever Ventures']",1.7,2020-11-03
847,ApplyBoard,0.002002002002002002,4.191316375167773e-06,0.0015846852262576872,0.2721914208903057,0.00022015073272499587,$3.00 ,2020/5/5,Canada,Edtech,"['Artiman Ventures', ' Plug and Play Ventures', ' Anthos Capital']",3.0,2020-05-05
848,1047 Games,0.004004004004004004,0.00012284970149820917,0.0004848688297394081,0.27018262811620747,0.0003810590913675996,$1.50 ,2021/9/14,United States,Internet software & services,"['VGames', ' Lakestar', ' Galaxy Interactive']",1.5,2021-09-14
849,Globality,0.03003003003003003,7.385681253384151e-07,0.011343560165687317,0.32621077943070653,0.0009261169796200616,$1.00 ,2019/1/22,United States,Artificial intelligence,['SoftBank Group'],1.0,2019-01-22
850,Hive,0.03203203203203203,1.3012559737054825e-06,0.01227588256613761,0.34302147121567905,0.0009784627022568534,$2.00 ,2021/4/21,United States,Artificial intelligence,"['Tomales Bay Capital', ' Bain & Company', ' General Catalyst']",2.0,2021-04-21
851,ZenBusiness,0.012012012012012012,0.0008658904743340739,0.002852580759721585,0.30030365936406206,0.0007126029391323566,$1.70 ,2021/11/9,United States,Fintech,"['Greycroft', ' Lerer Hippeau', ' Geekdom Fund']",1.7,2021-11-09
